vehicle_id,brand,model,engine_type,cc_battery,horsepower,top_speed_kmh,accel_0_100,torque,fuel_type,seats,color,price_usd,vehicle_category,vehicle_type
CAR_0918,Porsche,911 Turbo Exclusive Series,3.8L Twin-Turbo Flat-6,3745 cc,607.0,330.0,2.9 sec,750 Nm,Petrol,4.0,Grey,258000.0,Ultra-Luxury,car
CAR_0919,Porsche,911 Gt2 Rs,3.8L Twin-Turbo Flat-6,3745 cc,700.0,340.0,2.8 sec,750 Nm,Petrol,2.0,Brown,293200.0,Ultra-Luxury,car
CAR_0920,Porsche,911 Gt3 Cup,4.0L Naturally Aspirated Flat-6,3996 cc,510.0,290.0,3.4 sec,470 Nm,Petrol,1.0,Blue,245000.0,Ultra-Luxury,car
CAR_0921,Porsche,911 Gt4 Rs,4.0L Naturally Aspirated Flat-6,3996 cc,500.0,315.0,3.4 sec,450 Nm,Petrol,2.0,Orange,222000.0,Ultra-Luxury,car
CAR_0922,Porsche,911 Rsr (Motorsport Edition),4.2L Naturally Aspirated Flat-6,4194 cc,515.0,296.0,3.1 sec,480 Nm,Petrol,1.0,Red,750000.0,Ultra-Luxury,car
CAR_0923,Porsche,911 Sport Turismo,3.0L Twin-Turbo Flat-6,2981 cc,379.0,293.0,4.4 sec,450 Nm,Petrol,4.0,Orange,116000.0,Luxury,car
CAR_0924,Porsche,911 Turbo Cabriolet Lightweight,3.8L Twin-Turbo Flat-6,3745 cc,572.0,318.0,3.0 sec,750 Nm,Petrol,4.0,Grey,191300.0,Ultra-Luxury,car
CAR_0925,Porsche,911 Dakar Sport,3.0L Twin-Turbo Flat-6,2981 cc,473.0,240.0,3.5 sec,570 Nm,Petrol,4.0,Yellow,233000.0,Ultra-Luxury,car
CAR_0926,Tata Motors,Tiago,1.2L Revotron 3-cylinder Petrol,1199 cc,86.0,170.0,13 sec,113 Nm,Petrol,5.0,Green,8200.0,Budget,car
CAR_0927,Tata Motors,Tiago Ev,Permanent Magnet Synchronous,24 kWh,74.0,120.0,5.7 sec,114 Nm,Electric,5.0,Grey,11000.0,Budget,car
CAR_0928,Tata Motors,Tiago Ev,Permanent Magnet Synchronous,24 kWh,74.0,120.0,5.7 sec,114 Nm,Electric,5.0,Blue,11000.0,Budget,car
CAR_0929,Tata Motors,Tiago Ev,Permanent Magnet Synchronous,24 kWh,74.0,120.0,5.7 sec,114 Nm,Electric,5.0,White,11000.0,Budget,car
CAR_0930,Tata Motors,Altroz,1.2L Revotron Petrol / 1.5L Diesel,1199 cc / 1497 cc,86.0,170.0,12 sec,113-200 Nm,Petrol/Diesel,5.0,Blue,10400.0,Budget,car
CAR_0931,Tata Motors,Altroz Dca,1.2L Revotron 3-cylinder Petrol,1199 cc,86.0,170.0,12.5 sec,113 Nm,Petrol,5.0,Green,11300.0,Budget,car
CAR_0932,Tata Motors,Altroz Dca,1.2L Revotron 3-cylinder Petrol,1199 cc,86.0,170.0,12.5 sec,113 Nm,Petrol,5.0,Black,11300.0,Budget,car
CAR_0933,Tata Motors,Altroz Dca,1.2L Revotron 3-cylinder Petrol,1199 cc,86.0,170.0,12.5 sec,113 Nm,Petrol,5.0,White,11300.0,Budget,car
CAR_0934,Tata Motors,Altroz Iturbo,1.2L Turbocharged Petrol,1199 cc,110.0,180.0,10 sec,140 Nm,Petrol,5.0,Brown,12000.0,Budget,car
CAR_0935,Tata Motors,Altroz Cng,1.2L Revotron Bi-Fuel,1199 cc,86.0,165.0,12 sec,113 Nm,Petrol,5.0,Yellow,11800.0,Budget,car
CAR_0936,Tata Motors,Tiago Nrg,1.2L Revotron 3-cylinder Petrol,1199 cc,86.0,170.0,13.5 sec,113 Nm,Petrol,5.0,Red,9200.0,Budget,car
CAR_0937,Tata Motors,Tiago Nrg,1.2L Revotron 3-cylinder Petrol,1199 cc,86.0,170.0,13.5 sec,113 Nm,Petrol,5.0,Black,9200.0,Budget,car
CAR_0938,Tata Motors,Tiago Nrg,1.2L Revotron 3-cylinder Petrol,1199 cc,86.0,170.0,13.5 sec,113 Nm,Petrol,5.0,Grey,9200.0,Budget,car
CAR_0939,Tata Motors,Nano Genx,624cc MPFI,624 cc,37.0,105.0,29 sec,51 Nm,Petrol,4.0,White,4000.0,Budget,car
CAR_0940,Tata Motors,Indica Ev2,1.4L CR4 Diesel,1396 cc,70.0,155.0,16 sec,140 Nm,Diesel,5.0,Brown,6200.0,Budget,car
CAR_0941,Tata Motors,Indica V2 Xeta,1.2L MPFI Petrol,1193 cc,65.0,140.0,16 sec,100 Nm,Petrol,5.0,Grey,5000.0,Budget,car
CAR_0942,Tata Motors,Tigor,1.2L Revotron 3-cylinder Petrol,1199 cc,86.0,170.0,13 sec,113 Nm,Petrol,5.0,Green,9400.0,Budget,car
CAR_0943,Tata Motors,Tigor,1.2L Revotron 3-cylinder Petrol,1199 cc,86.0,170.0,13 sec,113 Nm,Petrol,5.0,Yellow,9400.0,Budget,car
CAR_0944,Tata Motors,Tigor,1.2L Revotron 3-cylinder Petrol,1199 cc,86.0,170.0,13 sec,113 Nm,Petrol,5.0,Blue,9400.0,Budget,car
CAR_0945,Tata Motors,Tigor Ev,Permanent Magnet Synchronous,26 kWh,74.0,120.0,5.7 sec,114 Nm,Electric,5.0,Red,14500.0,Budget,car
CAR_0946,Tata Motors,Tigor Ev,Permanent Magnet Synchronous,26 kWh,74.0,120.0,5.7 sec,114 Nm,Electric,5.0,Blue,14500.0,Budget,car
CAR_0947,Tata Motors,Tigor Ev,Permanent Magnet Synchronous,26 kWh,74.0,120.0,5.7 sec,114 Nm,Electric,5.0,Yellow,14500.0,Budget,car
CAR_0948,Tata Motors,Zest,1.3L Quadrajet Diesel / 1.2L Revotron Petrol,1248 cc / 1199 cc,75.0,165.0,15 sec,190 Nm / 140 Nm,Petrol/Diesel,5.0,White,8700.0,Budget,car
CAR_0949,Tata Motors,Indigo Ecs,1.4L CR4 Diesel,1396 cc,70.0,155.0,16.5 sec,140 Nm,Diesel,5.0,Blue,6500.0,Budget,car
CAR_0950,Tata Motors,Indigo Ecs,1.4L CR4 Diesel,1396 cc,70.0,155.0,16.5 sec,140 Nm,Diesel,5.0,Green,6500.0,Budget,car
CAR_0951,Tata Motors,Indigo Ecs,1.4L CR4 Diesel,1396 cc,70.0,155.0,16.5 sec,140 Nm,Diesel,5.0,Black,6500.0,Budget,car
CAR_0952,Cadillac,Escalade,6.2L V8 Gasoline,6200 cc,420.0,210.0,6.8 sec,624 Nm,Petrol,7.0,Grey,79295.0,Luxury,car
CAR_0953,Tata Motors,Indigo Marina,1.4L CR4 Diesel / 1.4L Petrol,1396 cc,70.0,150.0,17 sec,135 Nm / 115 Nm,Petrol/Diesel,5.0,Brown,8300.0,Budget,car
CAR_0954,Tata Motors,Manza,1.3L Quadrajet Diesel / 1.4L Petrol,1248 cc / 1368 cc,75.0,160.0,14 sec,200 Nm / 115 Nm,Petrol/Diesel,5.0,Grey,9000.0,Budget,car
CAR_0955,Tata Motors,Manza,1.3L Quadrajet Diesel / 1.4L Petrol,1248 cc / 1368 cc,75.0,160.0,14 sec,200 Nm / 115 Nm,Petrol/Diesel,5.0,Green,9000.0,Budget,car
CAR_0956,Tata Motors,Manza,1.3L Quadrajet Diesel / 1.4L Petrol,1248 cc / 1368 cc,75.0,160.0,14 sec,200 Nm / 115 Nm,Petrol/Diesel,5.0,Brown,9000.0,Budget,car
CAR_0957,Tata Motors,Indigo Lx,1.4L CR4 Diesel,1396 cc,70.0,150.0,17 sec,140 Nm,Diesel,5.0,Orange,7000.0,Budget,car
CAR_0958,Tata Motors,Indigo Glx,1.4L MPFI Petrol,1396 cc,85.0,160.0,15 sec,115 Nm,Petrol,5.0,Yellow,7200.0,Budget,car
CAR_0959,Cadillac,Escalade Esv,6.2L V8 Gasoline,6200 cc,420.0,205.0,6.9 sec,624 Nm,Petrol,7.0,Silver,82295.0,Luxury,car
CAR_0960,Cadillac,Escalade Esv,6.2L V8 Gasoline,6200 cc,420.0,205.0,6.9 sec,624 Nm,Petrol,7.0,Brown,82295.0,Luxury,car
CAR_0961,Cadillac,Escalade Esv,6.2L V8 Gasoline,6200 cc,420.0,205.0,6.9 sec,624 Nm,Petrol,7.0,Yellow,82295.0,Luxury,car
CAR_0962,Tata Motors,Nexon,1.2L Turbo Petrol / 1.5L Diesel,1199 cc / 1497 cc,118.0,180.0,10 sec,170-260 Nm,Petrol/Diesel,5.0,Orange,14000.0,Budget,car
CAR_0963,Tata Motors,Nexon Ev Max,Permanent Magnet Synchronous,40.5 kWh,143.0,140.0,9 sec,250 Nm,Electric,5.0,Black,25000.0,Budget,car
CAR_0964,Tata Motors,Harrier,2.0L Kryotec Turbocharged Diesel,1956 cc,168.0,180.0,11 sec,350 Nm,Diesel,5.0,Silver,23000.0,Budget,car
CAR_0965,Tata Motors,Safari,2.0L Kryotec Turbocharged Diesel,1956 cc,168.0,180.0,11 sec,350 Nm,Diesel,7.0,Black,25500.0,Budget,car
CAR_0966,Tata Motors,Punch,1.2L Revotron Petrol,1199 cc,86.0,160.0,16 sec,113 Nm,Petrol,5.0,Yellow,10500.0,Budget,car
CAR_0967,Tata Motors,Hexa,2.2L Varicor Diesel,2179 cc,154.0,180.0,12 sec,400 Nm,Diesel,7.0,Yellow,20000.0,Budget,car
CAR_0968,Tata Motors,Aria,2.2L Dicor Diesel,2179 cc,138.0,162.0,13 sec,320 Nm,Diesel,7.0,Green,19000.0,Budget,car
CAR_0969,Tata Motors,Sumo Gold,3.0L CR4 Diesel,2956 cc,85.0,125.0,17.6 sec,250 Nm,Diesel,7.0,Orange,15000.0,Budget,car
CAR_0970,Tata Motors,Sumo Gold,3.0L CR4 Diesel,2956 cc,85.0,125.0,17.6 sec,250 Nm,Diesel,7.0,Red,15000.0,Budget,car
CAR_0971,Tata Motors,Sumo Gold,3.0L CR4 Diesel,2956 cc,85.0,125.0,17.6 sec,250 Nm,Diesel,7.0,Black,15000.0,Budget,car
CAR_0972,Tata Motors,Sumo Grande,2.2L Dicor Diesel,2179 cc,118.0,140.0,15 sec,250 Nm,Diesel,7.0,Green,16500.0,Budget,car
CAR_0973,Tata Motors,Nexon Ev Prime,Permanent Magnet Synchronous,30.2 kWh,129.0,120.0,9.4 sec,245 Nm,Electric,5.0,Grey,22000.0,Budget,car
CAR_0974,Tesla,Model S,Dual Electric Motors,100 kWh,670.0,250.0,3.1 sec,967 Nm,Electric,5.0,Orange,88490.0,Luxury,car
CAR_0975,Tesla,Model S Plaid,Tri Electric Motors,100 kWh,1.0,322.0,2.1 sec,"1,400 Nm",Electric,5.0,Blue,108490.0,Luxury,car
CAR_0976,Tesla,Model 3,Single Electric Motor (RWD),60 kWh,283.0,225.0,5.8 sec,420 Nm,Electric,5.0,Yellow,40240.0,Mid-Range,car
CAR_0977,Tesla,Model 3 Performance,Dual Electric Motors (AWD),82 kWh,450.0,261.0,3.1 sec,660 Nm,Electric,5.0,Black,53240.0,Mid-Range,car
CAR_0978,Tesla,Model X,Dual Electric Motors (AWD),100 kWh,670.0,250.0,3.8 sec,967 Nm,Electric,7.0,Green,98490.0,Luxury,car
CAR_0979,Tesla,Model X Plaid,Tri Electric Motors,100 kWh,1.0,262.0,2.6 sec,"1,400 Nm",Electric,6.0,Green,113490.0,Luxury,car
CAR_0980,Tesla,Model Y,Single Electric Motor (RWD),75 kWh,346.0,217.0,5.0 sec,498 Nm,Electric,5.0,Silver,47490.0,Mid-Range,car
CAR_0981,Tesla,Model Y Long Range,Dual Electric Motors (AWD),82 kWh,384.0,217.0,4.8 sec,559 Nm,Electric,5.0,Yellow,50490.0,Mid-Range,car
CAR_0982,Tesla,Cybertruck,Tri Electric Motors,200 kWh,800.0,209.0,2.9 sec,"1,355 Nm",Electric,6.0,Blue,69900.0,Mid-Range,car
CAR_0983,Tesla,Roadster 2,Quad Electric Motors,200 kWh,1.0,402.0,1.9 sec,"10,000 Nm",Electric,4.0,Brown,200000.0,Ultra-Luxury,car
CAR_0984,Jeep,Wrangler,3.6L V6 Pentastar Gasoline,3600 cc,285.0,180.0,6.8 sec,353 Nm,Petrol,4.0,Black,35195.0,Mid-Range,car
CAR_0985,Jeep,Wrangler,3.6L V6 Pentastar Gasoline,3600 cc,285.0,180.0,6.8 sec,353 Nm,Petrol,4.0,White,35195.0,Mid-Range,car
CAR_0986,Jeep,Wrangler,3.6L V6 Pentastar Gasoline,3600 cc,285.0,180.0,6.8 sec,353 Nm,Petrol,4.0,Red,35195.0,Mid-Range,car
CAR_0987,Jeep,Wrangler Rubicon,2.0L Turbo I4 Gasoline,2000 cc,270.0,180.0,7.1 sec,400 Nm,Petrol,4.0,Brown,42100.0,Mid-Range,car
CAR_0988,Jeep,Grand Cherokee,3.6L V6 Pentastar Gasoline,3600 cc,293.0,209.0,7.0 sec,352 Nm,Petrol,5.0,Grey,41530.0,Mid-Range,car
CAR_0989,Jeep,Grand Cherokee L,3.6L V6 Pentastar Gasoline,3600 cc,293.0,209.0,7.2 sec,352 Nm,Petrol,7.0,Silver,43530.0,Mid-Range,car
CAR_0990,Jeep,Cherokee,2.4L I4 Tigershark Gasoline,2400 cc,180.0,195.0,8.5 sec,230 Nm,Petrol,5.0,Grey,37695.0,Mid-Range,car
CAR_0991,Jeep,Compass,2.0L Turbo Gasoline,2000 cc,200.0,200.0,7.8 sec,320 Nm,Petrol,5.0,White,31590.0,Mid-Range,car
CAR_0992,Jeep,Renegade,1.3L Turbo I4 Gasoline,1300 cc,177.0,200.0,8.7 sec,285 Nm,Petrol,5.0,Black,28345.0,Budget,car
CAR_0993,Jeep,Renegade,1.3L Turbo I4 Gasoline,1300 cc,177.0,200.0,8.7 sec,285 Nm,Petrol,5.0,White,28345.0,Budget,car
CAR_0994,Jeep,Renegade,1.3L Turbo I4 Gasoline,1300 cc,177.0,200.0,8.7 sec,285 Nm,Petrol,5.0,Green,28345.0,Budget,car
CAR_0995,Jeep,Gladiator,3.6L V6 Pentastar Gasoline,3600 cc,285.0,177.0,8.1 sec,353 Nm,Petrol,5.0,White,38775.0,Mid-Range,car
CAR_0996,Jeep,Wagoneer,5.7L V8 Gasoline with eTorque,5700 cc,392.0,190.0,7.4 sec,548 Nm,Petrol,8.0,Brown,63595.0,Mid-Range,car
CAR_0997,Jeep,Grand Wagoneer,6.4L V8 Gasoline,6400 cc,471.0,190.0,6.0 sec,617 Nm,Petrol,8.0,Yellow,91495.0,Luxury,car
CAR_0998,Jeep,Grand Wagoneer,6.4L V8 Gasoline,6400 cc,471.0,190.0,6.0 sec,617 Nm,Petrol,8.0,Brown,91495.0,Luxury,car
CAR_0999,Jeep,Grand Wagoneer,6.4L V8 Gasoline,6400 cc,471.0,190.0,6.0 sec,617 Nm,Petrol,8.0,Grey,91495.0,Luxury,car
CAR_1000,Jeep,Grand Cherokee 4Xe,2.0L Turbo PHEV,17.3 kWh,375.0,210.0,6.0 sec,637 Nm,Hybrid,5.0,Orange,59865.0,Mid-Range,car
CAR_1001,Jeep,Grand Cherokee 4Xe,2.0L Turbo PHEV,17.3 kWh,375.0,210.0,6.0 sec,637 Nm,Hybrid,5.0,Green,59865.0,Mid-Range,car
CAR_1002,Jeep,Grand Cherokee 4Xe,2.0L Turbo PHEV,17.3 kWh,375.0,210.0,6.0 sec,637 Nm,Hybrid,5.0,Brown,59865.0,Mid-Range,car
CAR_1003,Jeep,Wrangler 4Xe,2.0L Turbo PHEV,17.3 kWh,375.0,180.0,6.4 sec,637 Nm,Hybrid,5.0,Brown,50695.0,Mid-Range,car
CAR_1004,Jeep,Compass 4Xe,1.3L Turbo PHEV,11.4 kWh,240.0,200.0,7.3 sec,270 Nm,Hybrid,5.0,Brown,46500.0,Mid-Range,car
CAR_1005,Jeep,Renegade 4Xe,1.3L Turbo PHEV,11.4 kWh,240.0,200.0,7.5 sec,270 Nm,Hybrid,5.0,Grey,44500.0,Mid-Range,car
CAR_1006,Jeep,Renegade 4Xe,1.3L Turbo PHEV,11.4 kWh,240.0,200.0,7.5 sec,270 Nm,Hybrid,5.0,White,44500.0,Mid-Range,car
CAR_1007,Jeep,Renegade 4Xe,1.3L Turbo PHEV,11.4 kWh,240.0,200.0,7.5 sec,270 Nm,Hybrid,5.0,Orange,44500.0,Mid-Range,car
CAR_1008,Mazda,Mazda2,1.5L 4-Cylinder,"1,500 cc",108.0,180.0,10.2 sec,142 Nm,Petrol,5.0,Silver,18500.0,Budget,car
CAR_1009,Mazda,Mazda2,1.5L 4-Cylinder,"1,500 cc",108.0,180.0,10.2 sec,142 Nm,Petrol,5.0,Green,18500.0,Budget,car
CAR_1010,Mazda,Mazda2,1.5L 4-Cylinder,"1,500 cc",108.0,180.0,10.2 sec,142 Nm,Petrol,5.0,Brown,18500.0,Budget,car
CAR_1011,Jeep,Wagoneer S (Electric),Dual Electric Motors,100 kWh,600.0,177.0,4.5 sec,850 Nm,Electric,5.0,Blue,80000.0,Luxury,car
CAR_1012,Jeep,Gladiator Mojave Edition,3.6L V6 Pentastar Gasoline,3600 cc,285.0,177.0,8.6 sec,353 Nm,Petrol,5.0,Red,51570.0,Mid-Range,car
CAR_1013,Jeep,Grand Cherokee Summit Reserve,5.7L V8 Gasoline,5700 cc,357.0,190.0,7.3 sec,529 Nm,Petrol,5.0,Blue,66575.0,Mid-Range,car
CAR_1014,Jeep,Jeep Cherokee X Edition,3.2L V6 Pentastar Gasoline,3200 cc,271.0,195.0,7.6 sec,324 Nm,Petrol,5.0,Silver,41295.0,Mid-Range,car
CAR_1015,Jeep,Wrangler 392,6.4L V8 HEMI Gasoline,6400 cc,470.0,160.0,4.5 sec,637 Nm,Petrol,4.0,Yellow,82495.0,Luxury,car
CAR_1016,Cadillac,Xt4,2.0L Turbo Inline-4 Gasoline,2000 cc,235.0,220.0,7.6 sec,350 Nm,Petrol,5.0,White,37490.0,Mid-Range,car
CAR_1017,Cadillac,Xt5,3.6L V6 Gasoline,3600 cc,310.0,210.0,6.5 sec,366 Nm,Petrol,5.0,Orange,44195.0,Mid-Range,car
CAR_1018,Cadillac,Xt5,3.6L V6 Gasoline,3600 cc,310.0,210.0,6.5 sec,366 Nm,Petrol,5.0,White,44195.0,Mid-Range,car
CAR_1019,Cadillac,Xt5,3.6L V6 Gasoline,3600 cc,310.0,210.0,6.5 sec,366 Nm,Petrol,5.0,Blue,44195.0,Mid-Range,car
CAR_1020,Cadillac,Xt6,3.6L V6 Gasoline,3600 cc,310.0,210.0,6.9 sec,366 Nm,Petrol,7.0,Black,48595.0,Mid-Range,car
CAR_1021,Cadillac,Lyriq Ev,Single Electric Motor,100 kWh,340.0,190.0,5.7 sec,440 Nm,Electric,5.0,Orange,58590.0,Mid-Range,car
CAR_1022,Cadillac,Escalade V,6.2L Supercharged V8 Gasoline,6200 cc,682.0,200.0,4.4 sec,885 Nm,Petrol,7.0,Brown,149990.0,Luxury,car
CAR_1023,Cadillac,Escalade Platinum,6.2L V8 Gasoline,6200 cc,420.0,210.0,6.8 sec,624 Nm,Petrol,7.0,Green,104595.0,Luxury,car
CAR_1024,Cadillac,Ct5-V Blackwing,6.2L Supercharged V8 Gasoline,6200 cc,668.0,320.0,3.4 sec,893 Nm,Petrol,5.0,Red,92000.0,Luxury,car
CAR_1025,Cadillac,Ct4-V Blackwing,3.6L Twin-Turbo V6 Gasoline,3600 cc,472.0,290.0,3.9 sec,603 Nm,Petrol,5.0,Yellow,60495.0,Mid-Range,car
CAR_1026,Cadillac,Ct4-V Blackwing,3.6L Twin-Turbo V6 Gasoline,3600 cc,472.0,290.0,3.9 sec,603 Nm,Petrol,5.0,Silver,60495.0,Mid-Range,car
CAR_1027,Cadillac,Ct4-V Blackwing,3.6L Twin-Turbo V6 Gasoline,3600 cc,472.0,290.0,3.9 sec,603 Nm,Petrol,5.0,White,60495.0,Mid-Range,car
CAR_1028,Cadillac,Xt4 Sport,2.0L Turbo Inline-4 Gasoline,2000 cc,235.0,220.0,7.4 sec,350 Nm,Petrol,5.0,Green,41390.0,Mid-Range,car
CAR_1029,Cadillac,Xt5 Sport,3.6L V6 Gasoline,3600 cc,310.0,210.0,6.5 sec,366 Nm,Petrol,5.0,Red,51095.0,Mid-Range,car
CAR_1030,Cadillac,Xt6 Sport,3.6L V6 Gasoline,3600 cc,310.0,210.0,6.9 sec,366 Nm,Petrol,7.0,Grey,57095.0,Mid-Range,car
CAR_1031,Cadillac,Xt6 Sport,3.6L V6 Gasoline,3600 cc,310.0,210.0,6.9 sec,366 Nm,Petrol,7.0,Yellow,57095.0,Mid-Range,car
CAR_1032,Cadillac,Xt6 Sport,3.6L V6 Gasoline,3600 cc,310.0,210.0,6.9 sec,366 Nm,Petrol,7.0,Brown,57095.0,Mid-Range,car
CAR_1033,Cadillac,Lyriq Launch Edition,Single Electric Motor,100 kWh,340.0,190.0,5.7 sec,440 Nm,Electric,5.0,White,59990.0,Mid-Range,car
CAR_1034,Cadillac,Lyriq Ev Premium,Dual Electric Motors,100 kWh,500.0,210.0,4.5 sec,620 Nm,Electric,5.0,Blue,64990.0,Mid-Range,car
CAR_1035,Cadillac,Ct5 Premium Luxury,2.0L Turbo Inline-4 Gasoline,2000 cc,237.0,240.0,6.8 sec,350 Nm,Petrol,5.0,Green,41290.0,Mid-Range,car
CAR_1036,Cadillac,Ct5 Premium Luxury,2.0L Turbo Inline-4 Gasoline,2000 cc,237.0,240.0,6.8 sec,350 Nm,Petrol,5.0,Silver,41290.0,Mid-Range,car
CAR_1037,Cadillac,Ct5 Premium Luxury,2.0L Turbo Inline-4 Gasoline,2000 cc,237.0,240.0,6.8 sec,350 Nm,Petrol,5.0,Red,41290.0,Mid-Range,car
CAR_1038,Chevrolet,Spark,1.4L Inline-4 Gasoline,1400 cc,98.0,180.0,10.7 sec,127 Nm,Petrol,5.0,Brown,14595.0,Budget,car
CAR_1039,Chevrolet,Spark,1.4L Inline-4 Gasoline,1400 cc,98.0,180.0,10.7 sec,127 Nm,Petrol,5.0,Grey,14595.0,Budget,car
CAR_1040,Chevrolet,Spark,1.4L Inline-4 Gasoline,1400 cc,98.0,180.0,10.7 sec,127 Nm,Petrol,5.0,Yellow,14595.0,Budget,car
CAR_1041,Chevrolet,Sonic,1.4L Turbo Inline-4 Gasoline,1400 cc,138.0,190.0,8.5 sec,200 Nm,Petrol,5.0,Silver,16720.0,Budget,car
CAR_1042,Chevrolet,Sonic,1.4L Turbo Inline-4 Gasoline,1400 cc,138.0,190.0,8.5 sec,200 Nm,Petrol,5.0,Green,16720.0,Budget,car
CAR_1043,Chevrolet,Sonic,1.4L Turbo Inline-4 Gasoline,1400 cc,138.0,190.0,8.5 sec,200 Nm,Petrol,5.0,Blue,16720.0,Budget,car
CAR_1044,Chevrolet,Malibu,1.5L Turbo Inline-4 Gasoline,1500 cc,160.0,210.0,8.0 sec,250 Nm,Petrol,5.0,Yellow,25000.0,Budget,car
CAR_1045,Chevrolet,Malibu,1.5L Turbo Inline-4 Gasoline,1500 cc,160.0,210.0,8.0 sec,250 Nm,Petrol,5.0,Grey,25000.0,Budget,car
CAR_1046,Chevrolet,Malibu,1.5L Turbo Inline-4 Gasoline,1500 cc,160.0,210.0,8.0 sec,250 Nm,Petrol,5.0,Blue,25000.0,Budget,car
CAR_1047,Chevrolet,Camaro,2.0L Turbo Inline-4 Gasoline,2000 cc,275.0,240.0,5.4 sec,400 Nm,Petrol,4.0,Red,26400.0,Budget,car
CAR_1048,Chevrolet,Corvette,6.2L V8 Gasoline,6200 cc,495.0,312.0,3.0 sec,637 Nm,Petrol,2.0,Grey,65895.0,Mid-Range,car
CAR_1049,Chevrolet,Traverse,3.6L V6 Gasoline,3600 cc,310.0,210.0,7.0 sec,360 Nm,Petrol,7.0,Yellow,35915.0,Mid-Range,car
CAR_1050,Chevrolet,Equinox,1.5L Turbo Inline-4 Gasoline,1500 cc,170.0,200.0,8.9 sec,275 Nm,Petrol,5.0,Yellow,26600.0,Budget,car
CAR_1051,Chevrolet,Blazer,3.6L V6 Gasoline,3600 cc,308.0,220.0,6.6 sec,366 Nm,Petrol,5.0,Green,44000.0,Mid-Range,car
CAR_1052,Chevrolet,Tahoe,5.3L V8 Gasoline,5300 cc,355.0,200.0,7.5 sec,519 Nm,Petrol,7.0,Silver,56995.0,Mid-Range,car
CAR_1053,Chevrolet,Suburban,5.3L V8 Gasoline,5300 cc,355.0,190.0,7.6 sec,519 Nm,Petrol,8.0,Green,59900.0,Mid-Range,car
CAR_1054,Chevrolet,Colorado,2.7L Turbo Inline-4 Gasoline,2700 cc,310.0,190.0,6.8 sec,583 Nm,Petrol,5.0,Yellow,30695.0,Mid-Range,car
CAR_1055,Chevrolet,Silverado 1500,5.3L V8 Gasoline,5300 cc,355.0,180.0,7.0 sec,519 Nm,Petrol,6.0,Yellow,42795.0,Mid-Range,car
CAR_1056,Chevrolet,Silverado 2500Hd,6.6L V8 Gasoline,6600 cc,401.0,170.0,8.0 sec,629 Nm,Petrol,6.0,Orange,41500.0,Mid-Range,car
CAR_1057,Chevrolet,Silverado 2500Hd,6.6L V8 Gasoline,6600 cc,401.0,170.0,8.0 sec,629 Nm,Petrol,6.0,White,41500.0,Mid-Range,car
CAR_1058,Chevrolet,Silverado 2500Hd,6.6L V8 Gasoline,6600 cc,401.0,170.0,8.0 sec,629 Nm,Petrol,6.0,Brown,41500.0,Mid-Range,car
CAR_1059,Chevrolet,Silverado 3500Hd,6.6L V8 Diesel,6600 cc,445.0,160.0,8.5 sec,1234 Nm,Diesel,6.0,Blue,45500.0,Mid-Range,car
CAR_1060,Chevrolet,Bolt Ev,Single Electric Motor,66 kWh,200.0,150.0,6.5 sec,360 Nm,Electric,5.0,Black,27495.0,Budget,car
CAR_1061,Chevrolet,Bolt Euv,Single Electric Motor,66 kWh,200.0,150.0,7.0 sec,360 Nm,Electric,5.0,Black,28795.0,Budget,car
CAR_1062,Chevrolet,Trailblazer,1.3L Turbo Inline-3 Gasoline,1300 cc,155.0,200.0,9.4 sec,236 Nm,Petrol,5.0,Red,23100.0,Budget,car
CAR_1063,Chevrolet,Malibu Premier,2.0L Turbo Inline-4 Gasoline,2000 cc,250.0,240.0,5.8 sec,353 Nm,Petrol,5.0,Orange,33500.0,Mid-Range,car
CAR_1064,Chevrolet,Camaro Zl1,6.2L Supercharged V8 Gasoline,6200 cc,650.0,318.0,3.5 sec,881 Nm,Petrol,4.0,Brown,67300.0,Mid-Range,car
CAR_1065,Chevrolet,Corvette Stingray,6.2L V8 Gasoline,6200 cc,495.0,312.0,3.0 sec,637 Nm,Petrol,2.0,Brown,65895.0,Mid-Range,car
CAR_1066,Chevrolet,Silverado 1500 High Country,5.3L V8 Gasoline,5300 cc,355.0,180.0,7.0 sec,519 Nm,Petrol,6.0,Yellow,61595.0,Mid-Range,car
CAR_1067,Chevrolet,Silverado 1500 Trail Boss,5.3L V8 Gasoline,5300 cc,355.0,180.0,7.0 sec,519 Nm,Petrol,6.0,Red,55895.0,Mid-Range,car
CAR_1068,Chevrolet,Silverado 1500 Rst,5.3L V8 Gasoline,5300 cc,355.0,180.0,7.1 sec,519 Nm,Petrol,6.0,White,50895.0,Mid-Range,car
CAR_1069,Chevrolet,Colorado Zr2,2.8L Turbo Diesel I4,2800 cc,181.0,160.0,9.1 sec,500 Nm,Diesel,5.0,Blue,48295.0,Mid-Range,car
CAR_1070,Chevrolet,Colorado Zr2,2.8L Turbo Diesel I4,2800 cc,181.0,160.0,9.1 sec,500 Nm,Diesel,5.0,Yellow,48295.0,Mid-Range,car
CAR_1071,Chevrolet,Colorado Zr2,2.8L Turbo Diesel I4,2800 cc,181.0,160.0,9.1 sec,500 Nm,Diesel,5.0,Grey,48295.0,Mid-Range,car
