"",Unnamed: 0,power,make_model,fuel,Company Names
21818,27241,1.0,KTM 125 SX,Two Stroke Gasoline,KTM
8567,10659,1.0,Generic Trigger X,Gasoline,Generic
8364,10408,1.0,Skyteam Dax 125,Gasoline,Skyteam
16243,20234,1.0,KTM 65 SX,Two Stroke Gasoline,KTM
15768,19622,1.0,Suzuki TR 50,Two Stroke Gasoline,Suzuki
9584,11931,1.0,Vespa GTS 250,Gasoline,Vespa
9163,11413,1.0,Yamaha WR 250,Gasoline,Yamaha
1226,1542,1.0,Beeline Memory,Two Stroke Gasoline,Beeline
1169,1475,1.0,Super Soco CUX,Electric,Super
1180,1486,1.0,Malaguti Ciak 50,Two Stroke Gasoline,Malaguti
1069,1345,1.0,Derbi GP 1,Gasoline,Derbi
23991,30009,1.0,TGB Express 125,Gasoline,TGB
16675,20778,1.0,Velosolex Velosolex 3800,Two Stroke Gasoline,Velosolex
2697,3340,1.0,Econelo J1000,Electric,Econelo
2728,3385,1.0,Mash Dirt Track,Gasoline,Mash
21133,26383,1.0,Vespa 150 Sprint,Two Stroke Gasoline,Vespa
2463,3040,1.0,BMW R 69,Gasoline,BMW
983,1232,1.0,Motom,Two Stroke Gasoline,Motom
918,1157,1.0,Triumph,Two Stroke Gasoline,Triumph
936,1179,1.0,SYM Joymax 125i,Gasoline,SYM
846,1069,1.0,REX RS 450,Gasoline,REX
850,1073,1.0,Benelli,Gasoline,Benelli
703,883,1.0,Niu N1S,Electric,Niu
10847,13501,1.0,TM,Gasoline,TM
10859,13519,1.0,Velosolex,Two Stroke Gasoline,Velosolex
10865,13526,1.0,Keeway F-Act,Gasoline,Keeway
6586,8187,1.0,Yamaha TZ 350,Two Stroke Gasoline,Yamaha
6318,7846,1.0,Nova Motors Energy,Gasoline,Nova
3273,4076,1.0,Niu,Electric,Niu
20545,25641,1.0,Norton Manx,Gasoline,Norton
20552,25648,1.0,Rieju RS 2,Gasoline,Rieju
7341,9119,1.0,Husqvarna TE 300,Gasoline,Husqvarna
20105,25083,1.0,Beeline Veloce 50,Gasoline,Beeline
3384,4221,1.0,BSA,Gasoline,BSA
6861,8520,1.0,Aeon Elite 350,Gasoline,Aeon
6968,8647,1.0,Peugeot 135,Gasoline,Peugeot
17071,21289,1.0,SXT,Electric,SXT
10554,13147,1.0,Honda 50 Sky DX,Gasoline,Honda
696,876,1.0,Beta Ark 50,Two Stroke Gasoline,Beta
606,757,1.0,MBK Booster,Gasoline,MBK
25037,31344,1.0,Aprilia RST 1000,Gasoline,Aprilia
4333,5393,1.0,SYM Symphony 50,Gasoline,SYM
4272,5317,1.0,Piaggio MP3 125,Gasoline,Piaggio
3985,4964,1.0,Honda Monkey ZB 50,Gasoline,Honda
4115,5122,1.0,Alfa Scooters City,Electric,Alfa
4123,5130,1.0,Baotian,Gasoline,Baotian
19488,24313,1.0,Ossa,Gasoline,Ossa
3723,4644,1.0,Oset 16 Racing,Electric,Oset
3540,4412,1.0,Yamaha X-City 125,Gasoline,Yamaha
6209,7713,1.0,Rolektro E-Trike,Electric,Rolektro
6217,7722,1.0,Luxxon Jackfire,Gasoline,Luxxon
17535,21863,1.0,Zündapp ZA 25,Gasoline,Zündapp
17585,21928,1.0,Beta RR 450,Gasoline,Beta
4489,5589,1.0,AGM Retro,Gasoline,AGM
18058,22526,1.0,Atala,Two Stroke Gasoline,Atala
4832,6015,1.0,Malaguti F 10,Gasoline,Malaguti
4686,5832,1.0,Explorer Cracker 50,Gasoline,Explorer
6180,7678,1.0,Fantic 50E,Two Stroke Gasoline,Fantic
350,433,1.0,Peugeot Vivacity 50,Gasoline,Peugeot
25706,32207,1.0,Motobi,Two Stroke Gasoline,Motobi
307,373,1.0,Znen Legend Scooter,Gasoline,Znen
276,330,1.0,Kymco,Gasoline,Kymco
13245,16464,1.0,Emco,Electric,Emco
4,5,1.0,Aprilia Mojito 50,Gasoline,Aprilia
27606,34591,1.0,Vespa 150 Super,Gasoline,Vespa
