osmid,y,x,street_count,highway,ref,junction,railway,geometry
7841881658,15.6990491,108.4687215,3,,,,,POINT (108.4687215 15.6990491)
7841881659,15.7031015,108.4664632,1,,,,,POINT (108.4664632 15.7031015)
7841881665,15.7058799,108.4633452,1,,,,,POINT (108.4633452 15.7058799)
7841881691,15.7055881,108.4645709,3,,,,,POINT (108.4645709 15.7055881)
7841881692,15.7065551,108.4638266,1,,,,,POINT (108.4638266 15.7065551)
7841881702,15.7067022,108.4632969,1,,,,,POINT (108.4632969 15.7067022)
7841881703,15.7093669,108.4621945,1,,,,,POINT (108.4621945 15.7093669)
7841881720,15.7093024,108.4614649,1,,,,,POINT (108.4614649 15.7093024)
7841881722,15.7094016,108.4612685,3,,,,,POINT (108.4612685 15.7094016)
7841881723,15.7098988,108.4617184,1,,,,,POINT (108.4617184 15.7098988)
7841881732,15.7089832,108.460979,3,,,,,POINT (108.460979 15.7089832)
7841881733,15.7116559,108.4591113,1,,,,,POINT (108.4591113 15.7116559)
7841881742,15.7110618,108.4598358,3,,,,,POINT (108.4598358 15.7110618)
7841881743,15.7113137,108.45878,1,,,,,POINT (108.45878 15.7113137)
7841881744,15.7110082,108.4585802,3,,,,,POINT (108.4585802 15.7110082)
7841881745,15.711825,108.4607461,1,,,,,POINT (108.4607461 15.711825)
7841881747,15.7114738,108.458253,1,,,,,POINT (108.458253 15.7114738)
7841881748,15.711288,108.4581865,3,,,,,POINT (108.4581865 15.711288)
7841881749,15.7114712,108.4585883,1,,,,,POINT (108.4585883 15.7114712)
7841881750,15.7111398,108.458411,3,,,,,POINT (108.458411 15.7111398)
7841881753,15.7118276,108.458418,1,,,,,POINT (108.458418 15.7118276)
7841881763,15.711239,108.4582834,3,,,,,POINT (108.4582834 15.711239)
7841881769,15.7113202,108.4601314,3,,,,,POINT (108.4601314 15.7113202)
7841881778,15.7110452,108.4603827,3,,,,,POINT (108.4603827 15.7110452)
7841881786,15.7118224,108.4621958,1,,,,,POINT (108.4621958 15.7118224)
7841881806,15.710738,108.4607796,3,,,,,POINT (108.4607796 15.710738)
7841881811,15.7097493,108.4603192,3,,,,,POINT (108.4603192 15.7097493)
7841881817,15.7103571,108.4610398,1,,,,,POINT (108.4610398 15.7103571)
7841881818,15.7101415,108.4607702,3,,,,,POINT (108.4607702 15.7101415)
7841881828,15.7104707,108.4604739,3,,,,,POINT (108.4604739 15.7104707)
7841881834,15.7103894,108.4601238,1,,,,,POINT (108.4601238 15.7103894)
7841881837,15.7106037,108.4602137,3,,,,,POINT (108.4602137 15.7106037)
7841881845,15.7108103,108.4600943,3,,,,,POINT (108.4600943 15.7108103)
7841881854,15.711981,108.4678923,3,,,,,POINT (108.4678923 15.711981)
7841881868,15.7075001,108.4633479,3,,,,,POINT (108.4633479 15.7075001)
7841881873,15.7072225,108.4629039,3,,,,,POINT (108.4629039 15.7072225)
7841881876,15.7068406,108.4624902,3,,,,,POINT (108.4624902 15.7068406)
7841881911,15.7049706,108.4632582,3,,,,,POINT (108.4632582 15.7049706)
7841881913,15.7067758,108.4664069,1,,,,,POINT (108.4664069 15.7067758)
7841881927,15.7055184,108.4646943,3,,,,,POINT (108.4646943 15.7055184)
7841881937,15.7056436,108.4662943,1,,,,,POINT (108.4662943 15.7056436)
7841881958,15.7046646,108.4653179,3,,,,,POINT (108.4653179 15.7046646)
7841881996,15.7042222,108.4653287,1,,,,,POINT (108.4653287 15.7042222)
7841882002,15.7046301,108.465334,3,,,,,POINT (108.465334 15.7046301)
7841882009,15.7043848,108.4649558,3,,,,,POINT (108.4649558 15.7043848)
7841882013,15.7040134,108.4644422,3,,,,,POINT (108.4644422 15.7040134)
7841882017,15.7018699,108.4673537,1,,,,,POINT (108.4673537 15.7018699)
7841882033,15.7013444,108.4682656,1,,,,,POINT (108.4682656 15.7013444)
7841882039,15.7011275,108.4678606,3,,,,,POINT (108.4678606 15.7011275)
7841882052,15.7006098,108.466883,3,,,,,POINT (108.466883 15.7006098)
7841882056,15.7004682,108.4665789,3,,,,,POINT (108.4665789 15.7004682)
7841882083,15.71033,108.4701902,1,,,,,POINT (108.4701902 15.71033)
7841882087,15.7098756,108.4702975,1,,,,,POINT (108.4702975 15.7098756)
7841882088,15.7095201,108.4698097,3,,,,,POINT (108.4698097 15.7095201)
7841882089,15.7088144,108.4725559,1,,,,,POINT (108.4725559 15.7088144)
7841882099,15.7078073,108.4712722,3,,,,,POINT (108.4712722 15.7078073)
7841882100,15.7080978,108.4727222,1,,,,,POINT (108.4727222 15.7080978)
7841882104,15.7074745,108.4714986,3,,,,,POINT (108.4714986 15.7074745)
7841882109,15.7068572,108.4718997,3,,,,,POINT (108.4718997 15.7068572)
7841882110,15.7078099,108.472977,1,,,,,POINT (108.472977 15.7078099)
7841882111,15.7035082,108.4730816,1,,,,,POINT (108.4730816 15.7035082)
7841882113,15.7037888,108.473477,3,,,,,POINT (108.473477 15.7037888)
7841882114,15.6988267,108.4692759,3,,,,,POINT (108.4692759 15.6988267)
7841882136,15.7042183,108.4742483,1,,,,,POINT (108.4742483 15.7042183)
7841882143,15.7039053,108.4734116,3,,,,,POINT (108.4734116 15.7039053)
7841882147,15.7044429,108.473559,1,,,,,POINT (108.473559 15.7044429)
7841882157,15.7065189,108.4742685,1,,,,,POINT (108.4742685 15.7065189)
7841882168,15.7054306,108.474239,1,,,,,POINT (108.474239 15.7054306)
7841889889,15.8189416,108.2504623,1,,,,,POINT (108.2504623 15.8189416)
7841889891,15.8188254,108.2516706,3,,,,,POINT (108.2516706 15.8188254)
7841889897,15.8180589,108.2511803,3,,,,,POINT (108.2511803 15.8180589)
7841889899,15.8190632,108.2527563,3,,,,,POINT (108.2527563 15.8190632)
7841889902,15.8195815,108.2521664,4,,,,,POINT (108.2521664 15.8195815)
7841889916,15.8166029,108.266047,3,,,,,POINT (108.266047 15.8166029)
7841889919,15.8170526,108.2658729,1,,,,,POINT (108.2658729 15.8170526)
7841889928,15.8180539,108.2601155,1,,,,,POINT (108.2601155 15.8180539)
7841889931,15.8189477,108.2584987,3,,,,,POINT (108.2584987 15.8189477)
7841889947,15.81833,108.2624678,1,,,,,POINT (108.2624678 15.81833)
7841889951,15.8202663,108.2627233,1,,,,,POINT (108.2627233 15.8202663)
7841890047,15.7993614,108.2615398,1,,,,,POINT (108.2615398 15.7993614)
7841890055,15.8007814,108.2623637,3,,,,,POINT (108.2623637 15.8007814)
7841890056,15.8063013,108.2662363,1,,,,,POINT (108.2662363 15.8063013)
7841890085,15.8089451,108.2640831,3,,,,,POINT (108.2640831 15.8089451)
7841890110,15.8074071,108.263964,3,,,,,POINT (108.263964 15.8074071)
7841890135,15.8011603,108.2550542,1,,,,,POINT (108.2550542 15.8011603)
7841890192,15.7991197,108.2588485,3,,,,,POINT (108.2588485 15.7991197)
7841890196,15.7987382,108.2584552,1,,,,,POINT (108.2584552 15.7987382)
7841890202,15.8000129,108.2592315,3,,,,,POINT (108.2592315 15.8000129)
7841890203,15.7992275,108.2587508,3,,,,,POINT (108.2587508 15.7992275)
7841890206,15.801761,108.2579919,1,,,,,POINT (108.2579919 15.801761)
7841890223,15.8011342,108.2575718,3,,,,,POINT (108.2575718 15.8011342)
7841890226,15.8012291,108.2574132,3,,,,,POINT (108.2574132 15.8012291)
