trip_id,arrival_time,departure_time,stop_id,stop_sequence,shape_dist_traveled,pickup_type,drop_off_type
trip_hanoi_09A_0_8,00:00:00,00:00:00,hanoi_stop_11515748461,9,0.0,0,0
trip_hanoi_09A_0_8,00:00:00,00:00:00,hanoi_stop_738815469,10,0.0,0,0
trip_hanoi_09A_0_8,00:00:00,00:00:00,hanoi_stop_12167250982,11,0.0,0,0
trip_hanoi_09A_0_8,00:00:00,00:00:00,hanoi_stop_12167250983,12,0.0,0,0
trip_hanoi_09A_0_8,00:00:00,00:00:00,hanoi_stop_738815334,13,0.0,0,0
trip_hanoi_09A_0_8,00:00:00,00:00:00,hanoi_stop_7825858603,14,0.0,0,0
trip_hanoi_09A_0_8,00:00:00,00:00:00,hanoi_stop_738814946,15,0.0,0,0
trip_hanoi_09A_0_8,00:00:00,00:00:00,hanoi_stop_4539039489,16,0.0,0,0
trip_hanoi_09A_0_8,00:00:00,00:00:00,hanoi_stop_8837631356,17,0.0,0,0
trip_hanoi_09A_0_8,00:00:00,00:00:00,hanoi_stop_8856174814,18,0.0,0,0
trip_hanoi_09A_0_8,00:00:00,00:00:00,hanoi_stop_8954351039,19,0.0,0,0
trip_hanoi_09A_0_8,00:00:00,00:00:00,hanoi_stop_8347802015,20,0.0,0,0
trip_hanoi_09A_0_8,00:00:00,00:00:00,hanoi_stop_8822946795,21,0.0,0,0
trip_hanoi_09A_0_8,00:00:00,00:00:00,hanoi_stop_5485731419,22,0.0,0,0
trip_hanoi_09A_0_8,00:00:00,00:00:00,hanoi_stop_11528486369,23,0.0,0,0
trip_hanoi_09A_0_8,00:00:00,00:00:00,hanoi_stop_8920049624,24,0.0,0,0
trip_hanoi_09A_0_8,00:00:00,00:00:00,hanoi_stop_738813966,25,0.0,0,0
trip_hanoi_09A_0_8,00:00:00,00:00:00,hanoi_stop_8831420038,26,0.0,0,0
trip_hanoi_09A_0_8,00:00:00,00:00:00,hanoi_stop_738813928,27,0.0,0,0
trip_hanoi_09A_0_8,00:00:00,00:00:00,hanoi_stop_11212782837,28,0.0,0,0
trip_hanoi_09A_0_8,00:00:00,00:00:00,hanoi_stop_4584884500,29,0.0,0,0
trip_hanoi_09A_0_8,00:00:00,00:00:00,hanoi_stop_8821681979,30,0.0,0,0
trip_hanoi_09A_0_8,00:00:00,00:00:00,hanoi_stop_8831420042,31,0.0,0,0
trip_hanoi_09A_0_8,00:00:00,00:00:00,hanoi_stop_738815813,32,0.0,0,0
trip_hanoi_09A_0_8,00:00:00,00:00:00,hanoi_stop_8821681980,33,0.0,0,0
trip_hanoi_09A_0_8,00:00:00,00:00:00,hanoi_stop_8821681981,34,0.0,0,0
trip_hanoi_09A_0_8,00:00:00,00:00:00,hanoi_stop_8821681982,35,0.0,0,0
trip_hanoi_09A_0_9,00:00:00,00:00:00,hanoi_stop_5118690545,0,0.0,0,0
trip_hanoi_09A_0_9,00:00:00,00:00:00,hanoi_stop_8741301522,1,0.0,0,0
trip_hanoi_09A_0_9,00:00:00,00:00:00,hanoi_stop_738813746,2,0.0,0,0
trip_hanoi_09A_0_9,00:00:00,00:00:00,hanoi_stop_738814345,3,0.0,0,0
trip_hanoi_09A_0_9,00:00:00,00:00:00,hanoi_stop_8741301523,4,0.0,0,0
trip_hanoi_09A_0_9,00:00:00,00:00:00,hanoi_stop_8741301524,5,0.0,0,0
trip_hanoi_09A_0_9,00:00:00,00:00:00,hanoi_stop_738814864,6,0.0,0,0
trip_hanoi_09A_0_9,00:00:00,00:00:00,hanoi_stop_3887711843,7,0.0,0,0
trip_hanoi_09A_0_9,00:00:00,00:00:00,hanoi_stop_738815169,8,0.0,0,0
