,Company Names,Cars Names,Engines,CC/Battery Capacity,HorsePower,Total Speed,Performance(0 - 100 )KM/H,Cars Prices,Fuel Types,Seats,Torque,Score
999,Peugeot,3008 PSE,Hybrid I4,1598,300,235,6,"$50,000",Hybrid,5,400,
1000,Peugeot,2008 Active,Inline-4,1199,100,190,11.2,"$22,000",Petrol,5,205,
1001,Peugeot,3008 Active,Inline-4,1499,130,200,10,"$30,000",Petrol,5,240,
1002,Peugeot,5008 Active,Inline-4,1499,130,190,10.5,"$33,000",Petrol,7,240,
1003,Peugeot,3008 Allure Premium,Inline-4,1499,130,200,9.8,"$32,000",Petrol,5,240,
1004,Peugeot,5008 Allure Premium,Inline-4,1499,130,190,10.2,"$35,000",Petrol,7,240,
1005,Peugeot,3008 GT Line,Inline-4,1598,180,210,8.5,"$35,000",Petrol,5,250,
1006,Peugeot,5008 GT Line,Inline-4,1598,180,200,9,"$38,000",Petrol,7,250,
1007,Peugeot,2008 GT,Inline-4,1199,130,200,9.3,"$25,000",Petrol,5,230,
1008,Peugeot,5008 GT,Inline-4,1598,180,210,8.2,"$40,000",Petrol,7,250,
1009,Peugeot,508 SW (Station Wagon),Inline-4,1598,180,220,8.4,"$35,000",Petrol,5,300,
1010,Peugeot,508 Saloon,Inline-4,1598,180,210,8.6,"$37,000",Petrol,5,300,
1011,Peugeot,308 Saloon,Inline-4,1199,130,200,9,"$28,000",Petrol,5,230,
1012,Peugeot,301 Sedan,Inline-4,1199,82,180,12,"$20,000",Petrol,5,115,
1013,Peugeot,208 Sedan,Inline-4,1199,100,190,11.2,"$22,000",Petrol,5,205,
1014,Ford,Fusion (Mondeo),1.5L EcoBoost / 2.0L Hybrid,1500,160,220,7.5,"$25,000 - $40,000",Petrol/Hybrid,5,200,
1015,Ford,Taurus,3.5L V6 / 2.0L EcoBoost,2000,200,220,6.5,"$30,000 - $45,000",Petrol,5,300,
1016,Ford,Fiesta,1.0L EcoBoost / 1.5L,1000,85,200,7,"$15,000 - $25,000",Petrol,5,130,
1017,Ford,Focus,1.0L EcoBoost / 1.5L / 2.0L,1000,120,220,6.5,"$20,000 - $30,000",Petrol,5,150,
1018,Ford,KA+,1.2L Petrol,1200,70,165,10.5,"$12,000 - $15,000",Petrol,5,100,
1019,Ford,EcoSport,1.0L Turbo Inline-3 / 2.0L,1000,123,180,9,"$20,000 - $25,000",Petrol,5,170,
1020,Ford,Escape (Kuga),1.5L EcoBoost / 2.5L Hybrid,1500,181,190,7.5,"$25,000 - $38,000",Petrol/Hybrid,5,230,
1021,Ford,Edge,2.0L EcoBoost / 2.7L V6,2000,250,200,6.5,"$35,000 - $45,000",Petrol,5,400,
1022,Ford,Explorer,2.3L EcoBoost / 3.0L V6,2300,300,200,6,"$35,000 - $55,000",Petrol,7,420,
1023,Ford,Expedition,3.5L EcoBoost / 5.4L V8,3500,375,180,6.5,"$50,000 - $75,000",Petrol,8,650,
1024,Ford,Bronco,2.3L EcoBoost / 2.7L V6,2300,275,200,7.5,"$30,000 - $55,000",Petrol,4,400,
1025,Ford,Bronco Sport,1.5L EcoBoost / 2.0L EcoBoost,1500,181,185,7,"$26,000 - $38,000",Petrol,5,250,
1026,Ford,F-150,3.3L V6 / 5.0L V8 / 3.5L EcoBoost,3300,290,200,5,"$35,000 - $75,000",Petrol/Diesel,5,400,
1027,Ford,F-250 Super Duty,6.2L V8 / 7.3L V8 / 6.7L Turbo-Diesel,6200,385,180,6.5,"$40,000 - $70,000",Petrol/Diesel,5,700,
1028,Ford,F-350 Super Duty,6.7L Turbo-Diesel / 7.3L V8,6700,450,180,7,"$45,000 - $75,000",Diesel,5,1050,
1029,Ford,Maverick,2.5L Hybrid / 2.0L EcoBoost,2500,191,180,6.5,"$22,000 - $30,000",Hybrid/Petrol,5,250,
1030,Ford,Ranger,2.3L Turbo Inline-4 / 2.7L V6,2300,270,180,6,"$25,000 - $45,000",Petrol/Diesel,5,400,
1031,Ford,Mustang Mach-E,Electric Motor,68,290,180,3.5,"$43,000 - $61,000",Electric,5,430,
1032,Ford,F-150 Lightning,Electric Motor,98,452,180,4.5,"$40,000 - $90,000",Electric,5,1051,
1033,Ford,Escape Hybrid,2.5L Inline-4 + Electric,2500,200,180,7.7,"$28,000 - $38,000",Hybrid,5,210,
1034,Ford,Explorer Hybrid,3.3L V6 + Electric,3300,318,180,7.5,"$50,000 - $55,000",Hybrid,7,500,
1035,Ford,Mustang,5.0L V8,5000,450,250,4.3,"$55,000",Petrol,4,530,
1036,Ford,GT,3.5L Twin-Turbo V6,3500,660,348,3,"$500,000",Petrol,2,746,
1037,Ford,Focus ST,2.3L Turbo Inline-4,2300,280,250,5.7,"$30,000",Petrol,5,420,
1038,Ford,Fiesta ST,1.5L Turbo Inline-3,1500,200,230,6.5,"$23,000",Petrol,5,290,
1039,Ford,Bronco Raptor,3.0L Twin-Turbo V6,3000,400,220,5.5,"$70,000",Petrol,4,583,
1040,Ford,Ranger Raptor,2.7L Twin-Turbo V6,2700,392,200,6,"$45,000",Petrol,5,583,
1041,Ford,F-150 Raptor,3.5L Twin-Turbo V6,3500,450,200,5,"$70,000",Petrol,5,691,
1042,Ford,Puma,Turbocharged Inline-3,1000,123,191,9.6,"$28,000",Petrol,5,200,
1043,Ford,Territory,Turbocharged Inline-4,1500,140,180,11,"$32,000",Petrol,5,225,
1044,Ford,Everest,Turbocharged Inline-4,2000,210,190,10.5,"$52,000",Diesel,7,500,
1045,Ford,Flex,Naturally Aspirated V6,3500,287,200,7.9,"$31,000",Petrol,7,345,
1046,Ford,Transit,EcoBlue Turbo Diesel,2000,170,160,12,"$43,455",Diesel,215,405,
1047,Ford,Transit Connect,Inline-4 Gasoline Engine,2000,162,175,10.5,"$29,365",Petrol,27,200,
1048,Ford,F-450 Super Duty,Turbocharged V8 Diesel,6700,475,165,8.5,"$61,625",Diesel,26,1424,
1049,Ford,F-550 Super Duty,Turbocharged V8 Diesel,6700,475,165,8.8,"$64,540",Diesel,26,1424,
1050,Ford,Mustang Shelby GT500,Supercharged V8,5200,760,290,3.5,"$79,420",Petrol,2,847,
1051,Ford,Mustang Shelby GT350,Naturally Aspirated V8,5200,526,280,4,"$59,140",Petrol,2,582,
1052,Ford,F-150 Platinum,Turbocharged V6,3500,400,180,6.5,"$64,695",Petrol,5,678,
1053,Ford,F-150 Limited,Turbocharged V6,3500,450,190,6.1,"$84,910",Petrol,5,678,
1054,Ford,Explorer Platinum,Turbocharged V6,3000,400,230,6,"$56,505",Petrol,7,563,
1055,Ford,Expedition King Ranch,Turbocharged V6,3500,440,210,6.8,"$79,560",Petrol,78,691,
1056,Ford,Transit Custom,EcoBlue Turbo Diesel,2000,130,160,12.5,"$35,000",Diesel,29,385,
1057,Ford,E-Series Cutaway,V8 Gasoline Engine,7300,350,140,13,"$36,000",Petrol,2,569,
1058,Ford,Transit Chassis Cab,EcoBlue Turbo Diesel,2000,170,160,11.5,"$37,000",Diesel,2,405,
1059,Ford,Transit Electric (E-Transit),Electric Motor,89,266,140,9,"$52,000",Electric,212,430,
1060,Ford,Explorer Plug-in Hybrid,V6 Hybrid + Electric Motor,3000,457,225,6,"$53,000",Hybrid,7,825,
1061,Ford,Maverick Hybrid,I4 Hybrid,2500,191,180,7.8,"$25,000",Hybrid,5,210,
1062,Ford,Mustang (2024),V8 Gasoline Engine,5000,450,250,4.5,"$60,000",Petrol,4,570,
1063,Ford,Ranger (2024),I4 Turbo Diesel,2000,210,180,8,"$40,000",Diesel,5,500,
1064,Ford,Escape Plug-in Hybrid (2024),I4 Hybrid,2500,221,190,7.5,"$38,000",Hybrid,5,210,
1065,Ford,Bronco (2024),V6 EcoBoost,2700,310,200,6.7,"$45,000",Petrol,5,542,
1066,Ford,Explorer (2024),V6 Turbocharged,3000,400,230,5.9,"$55,000",Petrol,7,563,
1067,Mitsubishi,Mirage,1.2L MIVEC,1200,78,170,12,"$16,000 - $18,000",Petrol,5,100,
1068,Mitsubishi,Mirage G4,1.2L MIVEC,1200,78,170,12,"$17,000 - $19,000",Petrol,5,100,
1069,Mitsubishi,Outlander,2.5L 4-Cylinder,2500,181,190,9.5,"$28,000 - $35,000",Petrol,7,245,
1070,Mitsubishi,Outlander PHEV,2.4L Hybrid,2400,248,170,10.5,"$39,000 - $43,000",Hybrid,5,300,
1071,Mitsubishi,Eclipse Cross,1.5L Turbo,1500,152,180,9.8,"$25,000 - $28,000",Petrol,5,250,
1072,Mitsubishi,ASX (Outlander Sport),2.0L MIVEC,2000,148,190,10,"$23,000 - $26,000",Petrol,5,197,
1073,Mitsubishi,Pajero,3.2L Diesel Turbo,3200,189,180,10.5,"$40,000 - $45,000",Diesel,7,441,
1074,Mitsubishi,Pajero Sport,2.4L Diesel Turbo,2400,181,180,11,"$35,000 - $40,000",Diesel,7,430,
1075,Mitsubishi,Triton (L200),2.4L Diesel Turbo,2400,181,177,10.5,"$25,000 - $35,000",Diesel,5,430,
1076,Mitsubishi,Lancer Evolution X,2.0L Turbocharged,2000,291,240,5,"$40,000 - $50,000",Petrol,5,407,
1077,Mitsubishi,i-MiEV (Electric),Electric Motor,16,66,130,15,"$23,000 - $26,000",Electric,4,196,
1078,Mitsubishi,Xpander,1.5L MIVEC,1500,105,170,13.5,"$20,000 - $25,000",Petrol,7,141,
1079,Mitsubishi,Delica D:5,2.2L Diesel Turbo,2200,145,175,11,"$35,000 - $40,000",Diesel,7,360,
1080,Mitsubishi,Colt,1.1L / 1.5L MIVEC,1100,75,180,9,"$15,000 - $20,000",Petrol,5,100,
1081,Mitsubishi,Grandis,2.4L MIVEC,2400,165,190,11,"$25,000 - $30,000",Petrol,7,217,
1082,Mitsubishi,Outlander Black Edition,2.5L 4-Cylinder,2500,181,190,9.5,"$32,000 - $35,000",Petrol,7,245,
1083,Mitsubishi,Outlander SEL,2.5L 4-Cylinder,2500,181,190,9.5,"$31,000 - $34,000",Petrol,7,245,
1084,Mitsubishi,Outlander SE,2.5L 4-Cylinder,2500,181,190,9.5,"$29,000 - $32,000",Petrol,7,245,
1085,Mitsubishi,Eclipse Cross Black Edition,1.5L Turbo,1500,152,180,9.8,"$28,000 - $30,000",Petrol,5,250,
1086,Mitsubishi,ASX Exceed,2.0L MIVEC,2000,148,190,10,"$26,000 - $28,000",Petrol,5,197,
1087,Mitsubishi,Triton Athlete,2.4L Diesel Turbo,2400,181,177,10.5,"$27,000 - $35,000",Diesel,5,430,
1088,Mitsubishi,Pajero Final Edition,3.2L Diesel Turbo,3200,189,180,10.5,"$45,000 - $50,000",Diesel,7,441,
1089,Mitsubishi,L200 Barbarian X,2.4L Diesel Turbo,2400,181,177,10.5,"$30,000 - $35,000",Diesel,5,430,
1090,Mitsubishi,Space Star,1.2L MIVEC,1200,78,170,12,"$15,000 - $17,000",Petrol,5,100,
1091,Mitsubishi,Lancer EX,1.6L MIVEC / 2.0L,1600,117,200,10,"$20,000 - $25,000",Petrol,5,154,
1092,Mitsubishi,Montero Sport,2.4L Diesel Turbo,2400,181,180,11,"$35,000 - $40,000",Diesel,7,430,
1093,Mitsubishi,Attrage,1.2L MIVEC,1200,78,170,12.5,"$15,000 - $17,000",Petrol,5,100,
1094,Mitsubishi,RVR SE,2.0L MIVEC,2000,148,190,10.5,"$23,000 - $25,000",Petrol,5,197,
1095,Mitsubishi,Delica Van,2.0L Diesel / 2.2L Diesel,2000,145,175,11.5,"$30,000 - $35,000",Diesel,7,360,
1096,Mitsubishi,Canter (Truck),3.0L Diesel,3000,150,120,,"$35,000 - $45,000",Diesel,2,370,
1097,Mitsubishi,Lancer GLX,1.6L MIVEC,1600,115,190,11.5,"$17,000 - $20,000",Petrol,5,154,
1098,Mitsubishi,Pajero GLS,3.2L Diesel Turbo,3200,189,180,10.5,"$45,000 - $50,000",Diesel,7,441,
1099,Mitsubishi,Xpander Cross,1.5L MIVEC,1500,105,170,12,"$20,000 - $25,000",Petrol,7,141,
1100,Mitsubishi,Eclipse Cross PHEV,2.4L PHEV,2400,188,180,10.5,"$35,000 - $40,000",Plug-in Hybrid,5,199,
1101,Mitsubishi,Outlander ES,2.5L 4-Cylinder,2500,181,190,9.5,"$28,000 - $30,000",Petrol,7,245,
1102,Mitsubishi,Montero GLX,2.4L Diesel Turbo,2400,181,180,11,"$35,000 - $40,000",Diesel,7,430,
1103,Mitsubishi,Triton GLX-R,2.4L Diesel Turbo,2400,181,177,10.5,"$27,000 - $35,000",Diesel,5,430,
1104,Mitsubishi,ASX Dynamic,2.0L MIVEC,2000,148,190,10,"$25,000 - $28,000",Petrol,5,197,
1105,Mitsubishi,Mirage ES,1.2L MIVEC,1200,78,170,12.5,"$15,000 - $17,000",Petrol,5,100,
1106,Mitsubishi,Outlander LE,2.5L 4-Cylinder,2500,181,190,9.5,"$30,000 - $35,000",Petrol,7,245,
1107,Mitsubishi,Fuso Fighter (Truck),7.5L Diesel,7500,240,120,,"$70,000 - $90,000",Diesel,2,686,
1108,Mitsubishi,Fuso Canter Eco Hybrid,3.0L Diesel Hybrid,3000,150,120,,"$50,000 - $60,000",Diesel Hybrid,2,370,
1109,Mitsubishi,Space Runner,1.8L MIVEC,1800,140,185,10.5,"$20,000 - $23,000",Petrol,5,170,
1110,Mitsubishi,Toppo BJ,0.7L 3-Cylinder,660,52,130,15,"$10,000 - $12,000",Petrol,4,60,
1111,Mitsubishi,Chariot,2.0L MIVEC,2000,140,185,10.5,"$20,000 - $23,000",Petrol,7,170,
1112,Mitsubishi,Lancer SE Limited,2.0L MIVEC,2000,148,200,10,"$20,000 - $25,000",Petrol,5,197,
1113,Mitsubishi,Pajero SWB (Short Wheel Base),3.2L Diesel Turbo,3200,189,180,10.5,"$45,000 - $50,000",Diesel,5,441,
1114,Mitsubishi,Delica Space Gear,2.4L Petrol,2400,145,170,13,"$30,000 - $35,000",Petrol,7,206,
1115,Mitsubishi,i (Kei Car),0.7L 3-Cylinder,660,64,130,15.5,"$12,000 - $15,000",Petrol,4,94,
1116,Mitsubishi,Dion,2.0L 4-Cylinder,2000,135,180,11.5,"$15,000 - $18,000",Petrol,7,181,
1117,Mitsubishi,Airtrek,2.4L 4-Cylinder,2400,160,190,11,"$20,000 - $25,000",Petrol,5,214,
1118,Mitsubishi,eK Space,0.7L 3-Cylinder,660,52,130,15,"$10,000 - $12,000",Petrol,4,60,
1119,Mitsubishi,eK X,0.7L 3-Cylinder,660,64,140,13.5,"$12,000 - $15,000",Petrol,4,94,
1120,Mitsubishi,Colt CZC Convertible,1.5L Turbocharged,1500,147,200,9.5,"$25,000 - $30,000",Petrol,4,210,
1121,Mitsubishi,Galant Fortis,2.0L MIVEC,2000,154,200,10,"$18,000 - $22,000",Petrol,5,200,
1122,Mitsubishi,Endeavor,3.8L V6,3800,225,190,9.5,"$28,000 - $35,000",Petrol,5,343,
1123,Mitsubishi,Grand Lancer,1.8L MIVEC,1800,138,190,11.5,"$20,000 - $25,000",Petrol,5,173,
1124,Mitsubishi,Sigma,3.0L V6,3000,210,220,8.5,"$35,000 - $40,000",Petrol,5,270,
1125,Mitsubishi,Town Box,0.7L 3-Cylinder,660,48,120,16,"$10,000 - $12,000",Petrol,4,60,
1126,Mitsubishi,Minicab MiEV,Electric Motor,16,64,100,,"$18,000 - $20,000",Electric,2,196,
1127,Mazda,Mazda3,2.0L SkyActiv-G,2000,155,200,8.9,"$22,000 - $26,000",Petrol,5,213,
1128,Mazda,Mazda3 Hatchback,2.5L SkyActiv-G,2500,186,210,8.3,"$24,000 - $28,000",Petrol,5,252,
1129,Mazda,Mazda6,2.5L Turbocharged,2500,250,240,6.4,"$27,000 - $35,000",Petrol,5,420,
1130,Mazda,CX-3,2.0L SkyActiv-G,2000,146,180,9.5,"$21,000 - $25,000",Petrol,5,197,
1131,Mazda,CX-30,2.5L SkyActiv-G,2500,186,204,8.7,"$23,000 - $28,000",Petrol,5,252,
1132,Mazda,CX-5,2.5L SkyActiv-G,2500,187,200,8.8,"$26,000 - $32,000",Petrol,5,252,0.2
1133,Mazda,CX-50,2.5L Turbocharged,2500,256,220,6.9,"$29,000 - $36,000",Petrol,5,434,0.35
1134,Mazda,CX-8,2.2L Diesel,2200,187,200,9.2,"$36,000 - $42,000",Diesel,7,450,
1135,Mazda,CX-9,2.5L Turbocharged,2500,250,210,7.2,"$38,000 - $45,000",Petrol,7,420,
1136,Mazda,CX-90,3.3L Inline-6 Turbo,3300,340,240,6.2,"$50,000 - $60,000",Petrol,7,500,
1137,Mazda,MX-5 Miata,2.0L SkyActiv-G,2000,181,225,6.5,"$27,000 - $33,000",Petrol,2,205,
1138,Mazda,MX-5 Miata RF,2.0L SkyActiv-G,2000,181,225,6.5,"$33,000 - $40,000",Petrol,2,205,
1139,Mazda,MX-30 Electric,Electric Motor,35.5,143,140,9.7,"$33,000 - $37,000",Electric,5,271,
1140,Mazda,CX-4,2.0L SkyActiv-G,2000,158,190,9.6,"$22,000 - $28,000",Petrol,5,202,
1141,Mazda,CX-7,2.3L Turbocharged,2300,244,210,7.9,"$28,000 - $33,000",Petrol,5,350,
1142,Mazda,Tribute,3.0L V6,3000,200,190,9,"$24,000 - $30,000",Petrol,5,270,
1143,Mazda,B-Series Pickup,2.5L Diesel,2500,143,170,11.5,"$20,000 - $25,000",Diesel,5,330,
1144,Mazda,BT-50,3.2L Turbo Diesel,3200,200,180,10,"$27,000 - $35,000",Diesel,5,470,
1145,Mazda,RX-7,1.3L Rotary Twin-Turbo,1300,276,250,5.5,"$30,000 - $50,000",Petrol,4,314,
1146,Mazda,RX-3,1.2L Rotary,1200,110,180,8.9,"$15,000 - $20,000",Petrol,4,145,
1147,Mazda,RX-Vision Concept,Rotary SkyActiv-R,,400,300,,N/A (Concept Only),Petrol (Hybrid),2,,
1148,Mazda,323F,1.6L Inline-4,1600,105,180,10.5,"$14,000 - $18,000",Petrol,5,145,
1149,Mazda,Familia Sedan,1.5L Inline-4,1500,100,175,11,"$12,000 - $16,000",Petrol,5,135,
1150,Mazda,Premacy,2.0L Inline-4,2000,138,190,9.8,"$18,000 - $24,000",Petrol,7,180,
1151,Mazda,Demio,1.5L SkyActiv-G,1500,108,180,10.2,"$13,000 - $18,000",Petrol,5,142,
1152,Mazda,Millenia,2.3L Miller Cycle V6,2300,210,215,8.2,"$25,000 - $30,000",Petrol,5,280,
1153,Mazda,Eunos Cosmo,2.0L Twin-Rotor Turbo,2000,280,240,6,"$40,000 - $50,000",Petrol,4,300,
1154,Mazda,Atenza,2.5L SkyActiv-G,2500,192,210,8.5,"$22,000 - $28,000",Petrol,5,252,
1155,Mazda,Roadpacer AP,1.3L Rotary,1300,130,170,11.5,"$20,000 - $25,000",Petrol,5,165,
1156,Mazda,626,2.0L Inline-4,2000,140,190,9.5,"$18,000 - $22,000",Petrol,5,180,
1157,Mazda,929,3.0L V6,3000,205,220,8,"$25,000 - $30,000",Petrol,5,270,
1158,Mazda,Luce,1.8L Rotary,1800,135,180,10.5,"$15,000 - $20,000",Petrol,5,170,
1159,Mazda,Capella,1.6L Inline-4,1600,110,175,11.2,"$14,000 - $18,000",Petrol,5,145,
1160,Mazda,Carol,660cc Inline-3,660,63,140,15.5,"$9,000 - $12,000",Petrol,4,90,
1161,Mazda,Autozam AZ-1,657cc Turbocharged Inline-3,657,63,140,11,"$12,000 - $18,000",Petrol,2,85,
1162,Mazda,Spiano,660cc Inline-3,660,54,130,16,"$8,000 - $10,000",Petrol,4,80,
1163,Mazda,Verisa,1.5L Inline-4,1500,113,170,11,"$14,000 - $18,000",Petrol,5,140,
1164,Mazda,MX-6,2.5L V6,2500,164,210,8.8,"$18,000 - $24,000",Petrol,4,215,
1165,Mazda,MPV,3.0L V6,3000,200,185,9.5,"$25,000 - $30,000",Petrol,7,265,
1166,Mazda,Proceed Marvie,2.6L Inline-4,2600,120,160,12,"$20,000 - $25,000",Petrol,5,200,
1167,Mazda,Sentia,3.0L V6,3000,200,200,9,"$22,000 - $28,000",Petrol,5,265,
1168,Mazda,Cronos,2.5L V6,2500,160,190,8.5,"$18,000 - $22,000",Petrol,5,210,
1169,Mazda,Scrum,660cc Inline-3,660,63,130,15,"$9,000 - $11,000",Petrol,4,85,
1170,Mazda,Parkway,1.8L Inline-4,1800,115,160,12.5,"$20,000 - $25,000",Petrol,5,155,
1171,Mazda,Titan (Truck),3.0L Inline-4,3000,130,120,15,"$25,000 - $30,000",Diesel,2,300,
1172,Mazda,CX-60,2.5L Inline-4,2500,187,200,8.5,"$40,000 - $45,000",Petrol/Diesel,5,250,
1173,Mazda,CX-80,3.0L Inline-6,3000,250,210,7.5,"$45,000 - $50,000",Petrol,7,400,
1174,Mazda,T1500,1.5L Inline-4,1500,75,120,18,"$15,000 - $18,000",Petrol,2,105,
1175,Mazda,Bongo Van,2.0L Inline-4,2000,100,160,14,"$18,000 - $22,000",Petrol/Diesel,3,140,
1176,Mazda,Bongo Friendee,2.5L Inline-4,2500,115,160,12.5,"$20,000 - $24,000",Petrol/Diesel,7,160,
1177,Mazda,Revue,1.3L Inline-4,1300,75,130,15.5,"$10,000 - $12,000",Petrol,5,110,
1178,Mazda,Protegé,1.8L Inline-4,1800,125,185,9,"$15,000 - $18,000",Petrol,5,170,
1179,Mazda,Xedos 6,2.5L V6,2500,170,215,8.5,"$25,000 - $30,000",Petrol,5,230,
1180,Mazda,Xedos 9,3.0L V6,3000,200,220,7.5,"$30,000 - $35,000",Petrol,5,260,
1181,Mazda,121,1.3L Inline-4,1300,70,155,13,"$12,000 - $15,000",Petrol,5,110,
1182,Mazda,1200,1.2L Inline-4,1200,60,130,16,"$10,000 - $12,000",Petrol,4,90,
1183,Mazda,1500,1.5L Inline-4,1500,85,145,14,"$12,000 - $15,000",Petrol,5,120,
1184,Mazda,RX-2,1.3L Inline-2 (Wankel),1308,130,185,8.5,"$20,000 - $25,000",Petrol,4,220,
1185,Mazda,RX-5,1.6L Inline-2 (Wankel),1588,135,190,8,"$25,000 - $30,000",Petrol,4,210,
1186,Mazda,RX-7 Spirit R,1.3L Inline-2 (Wankel),1308,280,250,5.5,"$35,000 - $40,000",Petrol,2,290,
1187,Mazda,Cosmo Sport (110S),1.0L Inline-2 (Wankel),1000,110,170,10,"$30,000 - $35,000",Petrol,2,150,
1188,Mazda,Eunos 500,2.0L Inline-4,1998,135,200,9,"$25,000 - $28,000",Petrol,5,170,
1189,Mazda,Eunos Roadster,1.6L Inline-4,1590,116,180,9.5,"$15,000 - $18,000",Petrol,2,140,
1190,Mazda,Familia Astina,1.8L Inline-4,1800,135,200,8.5,"$20,000 - $22,000",Petrol,5,170,
1191,Mazda,Savanna RX-7,1.3L Inline-2 (Wankel),1308,165,230,7.5,"$28,000 - $32,000",Petrol,2,230,
1192,Mazda,Capella Cargo,2.0L Inline-4,2000,115,180,12,"$18,000 - $22,000",Petrol,4,160,
1193,Mazda,818,1.6L Inline-4,1600,100,170,12.5,"$14,000 - $18,000",Petrol,5,130,
1194,Mazda,Sentia Hardtop Coupe,2.5L V6,2500,160,210,8,"$30,000 - $35,000",Petrol,4,220,
1195,Mazda,Biante,2.0L Inline-4,2000,150,185,10,"$22,000 - $26,000",Petrol,7,200,
1196,Mazda,Premacy Hydrogen RE Hybrid,1.3L Wankel + Electric,1308,200,180,9.5,"$40,000 - $45,000",Hybrid,5,260,
1197,Mazda,Carol P360,0.36L Inline-2,360,26,85,35,"$8,000 - $10,000",Petrol,4,45,
1198,Mazda,T2000,2.0L Inline-4,2000,110,170,12.5,"$18,000 - $20,000",Petrol,2,160,
1199,Mazda,AZ-Offroad,1.3L Inline-4,1298,85,145,12,"$15,000 - $18,000",Petrol,5,130,
1200,Mazda,Scrum Wagon,0.66L Inline-3,657,64,120,15.5,"$10,000 - $12,000",Petrol,4,95,
1201,Mazda,Persona,1.5L Inline-4,1497,92,160,13.5,"$13,000 - $16,000",Petrol,5,130,
1202,Mazda,Astina,1.8L Inline-4,1800,140,190,8.5,"$20,000 - $24,000",Petrol,5,160,
1203,Mazda,Etude,1.6L Inline-4,1598,105,170,10,"$14,000 - $16,000",Petrol,5,135,
1204,Mazda,Porter,1.5L Inline-4,1497,95,130,14,"$12,000 - $15,000",Petrol,2,130,
1205,Mazda,MX-3,1.6L Inline-4,1598,130,190,8.5,"$18,000 - $22,000",Petrol,4,140,
1206,Mazda,MX-5 Superlight Concept,1.8L Inline-4,1798,143,200,7.5,"$30,000 - $35,000",Petrol,2,160,
1207,Mazda,Premacy Hydrogen RE,1.3L Wankel + Electric,1308,200,180,9.5,"$40,000 - $45,000",Hybrid,5,260,
1208,Mazda,Bongo Truck,2.0L Inline-4,1998,120,130,15,"$15,000 - $18,000",Petrol,2,150,
1209,Mazda,Rotary Pickup,1.3L Wankel Rotary Engine,1308,130,150,14.5,"$18,000 - $22,000",Petrol,2,160,
1210,Mazda,Luce Rotary Coupe,1.3L Wankel Rotary Engine,1308,135,175,12,"$25,000 - $30,000",Petrol,4,180,
1211,Mazda,Millenia S,2.5L V6,2500,200,220,8,"$30,000 - $35,000",Petrol,5,250,
1212,Mazda,787B (Race Car),2.6L Wankel Rotary Engine,2620,700,320,3.5,"$5,000,000 - $7,000,000",Petrol,1,500,
1213,Toyota,Crown Signia,2.5L Hybrid I4,2487,240,180,7.6,"$43,590  $48,000",Hybrid (Gas + Electric),5,239,
1214,Toyota,4Runner (6th Gen),2.4L Turbo I4 (i-FORCE MAX Hybrid),2393,326,180,6.8,"$50,000",Hybrid,7,630,
1215,Toyota,Corolla Cross,2.0L Gas / 2.0L Hybrid,1987,169,190,8,"$25,210  $29,135",Gas / Hybrid,5,190,
1216,Toyota,C-HR+,1.8L / 2.0L Hybrid,1798,140,180,7.9," 33,000",Hybrid,5,190,
1217,Toyota,RAV4 (6th Gen),2.5L Hybrid / Plug-in Hybrid,2487,219,200,6,"$29,000  $43,000",Hybrid / Plug-in,5,221,
