,Company Names,Cars Names,Engines,CC/Battery Capacity,HorsePower,Total Speed,Performance(0 - 100 )KM/H,Cars Prices,Fuel Types,Seats,Torque,Score
261,HYUNDAI,Venue,1.6L Inline-4,1600,121,180,9.5,"$18,000",Petrol,5,240,
262,HYUNDAI,KONA Electric,Electric Motor,39.2,200,200,6.1,"$40,000",Electric,5,395,
263,HYUNDAI,Veloster,2.0L Inline-4,2000,275,220,6,"$25,000",Petrol,4,264,
264,HYUNDAI,NEXO,Electric Motor,1.56,161,180,7.8,"$38,000",Hydrogen,5,400,
265,HYUNDAI,Ioniq,1.6L Inline-4,1600,139,160,8.5,"$18,000",Hybrid/Electric,5,295,
266,HYUNDAI,Genesis,3.8L V6,3800,291,240,6.3,"$52,000",Petrol,5,400,
267,HYUNDAI,Azera,3.3L V6,3300,278,240,6.5,"$55,000",Petrol,5,250,
268,HYUNDAI,Equus,3.3L V6,3300,278,240,6.5,"$55,000",Petrol,5,400,
269,HYUNDAI,Tiburon,2.0L Inline-4,2000,160,200,8.2,"$19,000",Petrol,4,320,
270,HYUNDAI,Elantra GT,1.6L Turbo GDI 4-cylinder,2000,160,200,8.3,"$22,000",Petrol,5,320,
271,Volkswagen,Golf,1.5L Turbo I4 / Electric,1498,110,210,8.5,"$23,000",Petrol,5,250,
272,Volkswagen,Passat,2.0L Turbo I4,1984,150,210,7.8,"$25,000",Petrol,5,250,
273,Volkswagen,Tiguan,2.0L Turbo I4,1984,150,209,8.5,"$28,505","Petrol, Hybrid",7,300,
274,Volkswagen,Jetta,1.5L Turbo I4,1498,150,210,7.7,"$21,995",Petrol,5,250,
275,Volkswagen,Polo,1.0L Turbo I3 / 1.6L Diesel,999,80,190,9.5,"$18,000",Petrol,5,175,
276,Volkswagen,Arteon,2.0L Turbo I4,1984,150,250,5.6,"$46,000",Petrol,5,350,
277,Volkswagen,ID.4,Electric,77,201,160,7.8,"$39,735",Electric,5,310,
278,Volkswagen,Up!,Electric,32.3,82,160,13,"$15,000",Petrol,4,95,
279,Volkswagen,Touareg,3.0L V6 Turbo Diesel / 4.0L V8,2967,231,235,5.9,"$55,000","Petrol, Diesel",5,600,
280,Volkswagen,Scirocco,2.0L Turbo I4,1984,125,233,6,"$35,000",Petrol,4,350,
281,Volkswagen,Beetle,2.0L Turbo I4,1984,105,205,7,"$20,000",Petrol,4,240,
282,Volkswagen,Amarok,3.0L V6 Turbo Diesel,2967,163,180,7.9,"$40,000",Diesel,5,550,
283,Volkswagen,T-Roc,2.0L Turbo I4,1984,115,205,7.2,"$30,000",Petrol,5,320,
284,Volkswagen,Sharan,2.0L Turbo I4,1984,150,200,9.3,"$33,000","Petrol, Diesel",7,280,
285,Volkswagen,Caddy,1.5L Turbo I4,1498,102,185,10.5,"$28,000","Petrol, Diesel",7,250,
286,Nissan,NV1500,4.0L V6,3954,261,160,9.5,"$33,000",Petrol,12,385,
287,Volkswagen,Taigo,1.5L Turbo I4,1498,95,183,10,"$24,000",Petrol,5,200,
288,Volkswagen,California,2.0L Turbo I4,1984,150,180,13,"$70,000",Diesel,7,340,
289,Volkswagen,ID.3,Electric,58,204,160,7.3,"$35,000",Electric,5,310,
290,Volkswagen,ID. Buzz,Electric,77,204,145,10.2,"$59,995",Electric,7,310,
291,Volkswagen,Golf GTI,2.0L Turbo I4,1984,245,250,5.9,"$31,965",Petrol,5,350,
292,Volkswagen,Golf R,2.0L Turbo I4,1984,315,250,4.6,"$44,640",Petrol,5,420,
293,Volkswagen,Passat Alltrack,2.0L Turbo Diesel I4,1968,190,220,7.8,"$36,000",Diesel,5,400,
294,Volkswagen,Polo GTI,2.0L Turbo I4,1984,204,238,6.7,"$28,000",Petrol,5,320,
295,Volkswagen,Up! GTI,1.0L Turbo I3,999,115,196,8.8,"$20,000",Petrol,4,200,
296,Volkswagen,T-Cross,1.0L Turbo I3 / 1.5L Turbo I4,999,95,200,10.2,"$25,000",Petrol,5,250,
297,Volkswagen,ID.5,Electric,77,174,180,8.4,"$45,000",Electric,5,310,
298,Volkswagen,ID. Buzz Cargo,Electric,77,204,145,10.2,"$55,000",Electric,3,310,
299,Volkswagen,Touareg R,Plug-in Hybrid V6,2995,462,250,5.1,"$70,000",Hybrid,5,700,
300,Volkswagen,Multivan,Plug-in Hybrid / Diesel I4,1395,150,190,9.4,"$50,000","Petrol, Hybrid",7,350,
301,Volkswagen,Polo BlueMotion,1.2L Diesel I3,1199,75,190,10.5,"$22,000",Diesel,5,250,
302,Volkswagen,Golf Sportsvan,1.5L Turbo I4,1498,130,210,8.9,"$30,000",Petrol,5,250,
303,Volkswagen,Golf Alltrack,2.0L Turbo Diesel I4,1968,147,210,7.1,"$35,000",Petrol,5,350,
304,Volkswagen,Scirocco R,2.0L Turbo I4,1984,280,250,5.5,"$40,000",Petrol,4,350,
305,Volkswagen,Tiguan Allspace,2.0L Turbo I4,1984,184,215,7.6,"$35,000",Petrol,7,320,
306,Volkswagen,Arteon 4MOTION,2.0L Turbo I4,1984,190,250,5.6,"$48,000",Petrol,5,350,
307,Volkswagen,ID.4 GTX,Electric AWD,77,299,180,6.2,"$50,000",Electric,5,460,
308,Volkswagen,ID.3 Pro,Electric,58,204,160,7.3,"$35,000",Electric,5,310,
309,Volkswagen,Golf Variant,1.5L Turbo I4 / 2.0L Diesel I4,1498,130,220,7.5,"$32,000",Petrol,5,320,
310,Volkswagen,Crafter,2.0L Turbo Diesel I4,1968,102,160,13,"$40,000",Diesel,3,410,
311,Volkswagen,Lupo,1.4L I3 Gas / 1.2L Diesel I3,1390,60,170,14.3,"$15,000",Petrol,4,120,
312,Volkswagen,Corrado,2.9L VR6,2861,190,235,6.4,"$25,000",Petrol,4,245,
313,Volkswagen,Phaeton,3.0L V6 Diesel / 6.0L W12 Gas,2967,240,250,6.1,"$85,000",Petrol,5,560,
314,Volkswagen,Golf Cabriolet,1.2L I4 Turbo / 2.0L I4 Turbo,1197,105,217,8.4,"$30,000",Petrol,4,200,
315,Volkswagen,Santana,1.5L I4 Gas,1498,110,190,12.9,"$15,000",Petrol,5,145,
316,Volkswagen,Polo Vivo,1.4L I4 Gas / 1.6L I4 Gas,1390,85,170,10.8,"$14,000",Petrol,5,132,
317,Volkswagen,Karmann Ghia,1.2L I4 Gas,1192,34,138,23,"$25,000",Petrol,2,106,
318,Volkswagen,Fox,1.2L I4 Gas / 1.4L I4 Gas,1198,55,148,17.5,"$12,000",Petrol,5,93,
319,Volkswagen,Vento,1.6L I4 Gas / Diesel,1598,105,186,11.7,"$18,000",Petrol,5,153,
320,Volkswagen,Golf Electric,Electric,35.8,136,140,10.4,"$33,000",Electric,5,290,
321,Volkswagen,Bora,1.6L I4 Gas / 1.9L I4 Diesel,1598,100,200,9.4,"$20,000",Petrol,5,220,
322,Volkswagen,Teramont,2.0L I4 Turbo / 3.6L V6 Gas,1984,235,190,8.6,"$32,000",Petrol,7,350,
323,Volkswagen,Taos,1.5L I4 Turbo,1498,158,193,8.4,"$24,000",Petrol,5,250,
324,Volkswagen,Up! Cabriolet,1.0L I3 Turbo,999,82,160,12.4,"$18,000",Petrol,4,95,
325,Volkswagen,T-Roc Cabriolet,1.0L I3 Turbo / 1.5L I4 Turbo,999,115,205,9.6,"$35,000",Petrol,4,250,
326,Volkswagen,Passat CC,2.0L I4 Turbo,1984,200,240,7.3,"$40,000",Petrol,5,280,
327,Volkswagen,Transporter,2.0L I4 Turbo Diesel,1968,102,180,12.2,"$35,000",Diesel,9,340,
328,Volkswagen,Amarok V6,3.0L V6 Turbo Diesel,2967,204,191,7.9,"$45,000",Diesel,5,580,
329,Volkswagen,ID.2,Electric,50,170,160,8,"$25,000",Electric,5,220,
330,Volkswagen,Polo TDI,1.4L I4 Diesel / 1.6L Diesel,1390,75,190,9.9,"$20,000",Diesel,5,250,
331,Volkswagen,Golf GTE,Plug-in Hybrid (1.4L I4 Turbo),1395,204,222,7.6,"$40,000",Hybrid,5,350,
332,Volkswagen,Touareg V8,4.0L V8 Turbo Diesel,3956,421,250,4.9,"$70,000",Petrol,5,770,
333,Volkswagen,Beetle Dune,1.4L I4 Turbo,1395,150,200,7.5,"$30,000",Petrol,4,250,
334,Volkswagen,Passat B8,1.5L I4 Turbo / 2.0L Diesel,1498,150,210,8.7,"$28,000",Petrol,5,250,
335,Volkswagen,ID.4 Pro S,Electric,77,201,180,7.8,"$45,000",Electric,5,310,
336,Volkswagen,Golf Cabriolet,1.2L I4 Turbo / 2.0L I4 Turbo,1197,105,217,8.4,"$30,000",Petrol,4,200,
337,Volkswagen,Golf Country,1.8L I4 Gas,1781,98,165,12,"$25,000",Petrol,5,170,
338,Volkswagen,Jetta GLI,2.0L I4 Turbo,1984,228,250,6.5,"$31,000",Petrol,5,350,
339,Volkswagen,Arteon Shooting Brake,2.0L I4 Turbo,1984,150,250,5.6,"$50,000",Petrol,5,420,
340,Volkswagen,T-Cross R-Line,1.0L I3 Turbo / 1.5L I4 Turbo,999,115,200,8.5,"$27,000",Petrol,5,250,
341,Volkswagen,Golf R32,3.2L VR6,3189,240,250,6.2,"$40,000",Petrol,5,320,
342,Volkswagen,Passat B7,1.6L Diesel / 2.0L I4 Turbo,1598,120,220,8.5,"$26,000",Petrol,5,280,
343,Volkswagen,Scirocco 16V,1.8L I4 Gas,1781,137,220,7.1,"$35,000",Petrol,4,230,
344,Volkswagen,Polo BlueMotion,1.2L Diesel I3,1199,75,190,10.5,"$20,000",Diesel,5,210,
345,Volkswagen,Golf Variant GTD,2.0L Diesel I4,1968,184,230,7.5,"$38,000",Diesel,5,380,
346,Volkswagen,Polo GTI R5,1.6L Turbocharged Rally Engine,1598,272,200,4.1,"$45,000",Petrol,5,400,
347,Volkswagen,ID. Buzz Pro,Electric,77,204,145,10.2,"$60,000",Electric,7,310,
348,Volkswagen,Jetta Hybrid,1.4L I4 Turbo + Electric Motor,1395,170,210,8.6,"$28,000",Hybrid,5,250,
349,Volkswagen,Golf Variant Alltrack,2.0L Diesel I4,1968,150,220,7.8,"$35,000",Petrol,5,320,
350,Volkswagen,Volkswagen XL1,Plug-in Hybrid (0.8L I2 Diesel),800,68,160,11.9,"$150,000",Hybrid,2,140,
351,Volkswagen,Golf TDI,2.0L Diesel I4,1968,150,220,8,"$28,000",Diesel,5,350,
352,Volkswagen,Passat Variant,1.5L I4 Turbo / 2.0L Diesel,1498,150,220,8.5,"$30,000",Petrol,5,280,
353,Volkswagen,Polo GTI Clubsport,2.0L I4 Turbo,1984,300,240,6.7,"$30,000",Petrol,5,320,
354,Volkswagen,Jetta Hybrid,1.4L I4 Turbo + Electric Motor,1395,170,210,8.6,"$28,000",Hybrid,5,250,
355,Volkswagen,ID.3 GTX,Electric,77,299,180,6.2,"$45,000",Electric,5,310,
356,Volkswagen,Arteon R-Line,2.0L I4 Turbo,1984,190,250,5.6,"$50,000",Petrol,5,420,
357,Volkswagen,Golf TGI,1.5L I4 CNG,1498,130,220,8.8,"$30,000",Petrol,5,200,
358,Volkswagen,Scirocco GTS,2.0L I4 Turbo,1984,220,246,6.5,"$35,000",Petrol,4,350,
359,Volkswagen,Caddy Maxi,2.0L Diesel I4,1968,122,180,12,"$25,000",Diesel,7,250,
360,Volkswagen,Volkswagen Lupo 3L,1.2L Diesel I3,1199,61,165,14.5,"$20,000",Diesel,4,140,
361,Volkswagen,Polo Beats,1.0L I3 Turbo,999,95,187,9.5,"$22,000",Petrol,5,175,
362,Volkswagen,Passat Hybrid,1.4L I4 Turbo + Electric Motor,1395,215,210,7.4,"$32,000",Hybrid,5,330,
363,Volkswagen,Golf TCR,2.0L I4 Turbo,1984,290,250,5.6,"$40,000",Petrol,5,370,
364,Volkswagen,Tiguan R-Line,2.0L I4 Turbo,1984,190,250,4.9,"$45,000",Petrol,5,420,
365,Volkswagen,Sharan Business,2.0L Diesel I4,1968,150,200,8.3,"$35,000",Diesel,7,350,
366,Volkswagen,ID. Buzz Cargo Pro,Electric,77,204,145,10.2,"$55,000",Electric,2,310,
367,Volkswagen,Arteon 280 TSI,2.0L I4 Turbo,1984,280,250,5.6,"$50,000",Petrol,5,350,
368,Volkswagen,Jetta GLI 35th,2.0L I4 Turbo,1984,228,250,6.5,"$31,000",Petrol,5,350,
369,Volkswagen,Beetle Final Edition,2.0L I4 Turbo,1984,174,205,7,"$25,000",Petrol,4,250,
370,Volkswagen,Golf Variant TDI,2.0L Diesel I4,1968,150,220,7.8,"$30,000",Diesel,5,350,
371,Volkswagen,Golf 4MOTION,2.0L Diesel I4,1968,150,250,4.9,"$40,000",Petrol,5,400,
372,Volkswagen,Jetta SportWagen,1.4L I4 Turbo / 2.0L Diesel I4,1395,147,200,8.5,"$27,000",Petrol,5,250,
373,Volkswagen,Polo GTI Plus,2.0L I4 Turbo,1984,207,237,6.7,"$30,000",Petrol,5,320,
374,Volkswagen,Touareg V6,3.0L V6 Turbo Diesel / Gasoline,2967,231,235,7.5,"$60,000",Petrol,5,450,
375,Volkswagen,Tiguan eHybrid,1.4L I4 Turbo + Electric Motor,1395,245,200,7.5,"$42,000",Hybrid,5,400,
376,Volkswagen,Up! e-up!,Electric,32.3,83,130,11.9,"$23,000",Electric,4,210,
377,Volkswagen,Amarok V8,4.0L V8 Turbo Diesel,3996,310,210,7.4,"$70,000",Diesel,5,580,
378,Volkswagen,Golf R Cabriolet,2.0L I4 Turbo,1984,265,250,5.9,"$45,000",Petrol,4,380,
379,Volkswagen,Passat Alltrack TDI,2.0L Diesel I4,1968,190,220,8,"$40,000",Diesel,5,400,
380,Volkswagen,ID. Buzz Cargo EV,Electric,77,204,145,10.2,"$55,000",Electric,2,310,
381,Nissan,Versa,1.6L Inline-4,1598,122,180,10.4,"$16,700",Petrol,5,154,
382,Nissan,Micra,1.0L Turbocharged Inline-3,999,100,175,10.8,"$15,500",Petrol,5,160,
383,Nissan,Patrol Platinum,5.6L V8,5552,400,210,7.3,"$77,000",Petrol,7,560,
384,Nissan,Qashqai,1.3L Turbocharged Inline-4,1332,156,195,8.9,"$26,000",Petrol,5,260,
385,Nissan,Murano,3.5L V6,3498,260,210,7.5,"$39,000",Petrol,5,325,
386,Nissan,Maxima Platinum,3.5L V6,3498,300,220,6.2,"$45,000",Petrol,5,353,
387,Nissan,Armada,5.6L V8,5552,400,210,6.5,"$51,000",Petrol,8,560,
388,Nissan,Kicks,1.6L Inline-4,1598,122,180,10.7,"$20,000",Petrol,5,154,
389,Nissan,X-Trail,1.5L Turbocharged Inline-3,1498,201,200,8,"$29,000",Hybrid,5,305,
390,Nissan,Z (Fairlady Z),3.0L Twin-Turbo V6,2997,400,250,4.5,"$40,000",Petrol,2,475,
391,Nissan,Almera,1.0L Turbocharged Inline-3,999,100,185,10.7,"$14,500",Petrol,5,160,
392,Nissan,Sylphy,1.8L Inline-4,1798,137,190,9.6,"$18,000",Petrol,5,174,
393,Nissan,Note,1.2L Inline-3 Hybrid,1198,109,170,11.5,"$16,000",Hybrid,5,150,
394,Nissan,Sunny,1.6L Inline-4,1598,118,180,11,"$15,000",Petrol,5,156,
395,Nissan,Cube,1.8L Inline-4,1798,122,175,10.6,"$14,500",Petrol,5,171,
396,Nissan,Juke,1.0L Turbocharged Inline-3,999,117,180,10.4,"$25,000",Petrol,5,180,
397,Nissan,Terrano,1.5L Inline-4 Diesel,1461,110,168,13.5,"$15,500",Diesel,5,248,
398,Nissan,Magnite,1.0L Turbocharged Inline-3,999,100,160,13,"$12,000",Petrol,5,160,
399,Nissan,Xterra,4.0L V6,3954,261,200,7.8,"$35,000",Petrol,7,381,
400,Nissan,Patrol,5.6L V8,5552,400,210,7.3,"$77,000",Petrol,7,560,
401,Nissan,GT-R NISMO,3.8L Twin-Turbo V6,3799,600,330,2.9,"$220,000",Petrol,2,652,
402,Nissan,370Z Roadster,3.7L V6,3696,332,250,5.5,"$41,820",Petrol,2,366,
403,Nissan,Ariya,Dual Electric Motors,87,389,200,5.1,"$58,950",Electric,5,600,
404,Nissan,Patrol Royale,5.6L V8,5552,400,210,6.6,"$85,000",Petrol,7,560,
405,Nissan,Infiniti QX80*,5.6L V8,5552,400,210,6.5,"$70,600",Petrol,7,560,
406,Nissan,Tiida,1.6L Inline-4,1598,126,190,10.1,"$14,500",Petrol,5,154,
407,Nissan,Pulsar,1.2L Turbocharged Inline-4,1197,115,190,10.7,"$19,000",Petrol,5,190,
408,Nissan,Latio,1.5L Inline-4,1498,102,175,11.5,"$13,000",Petrol,5,139,
409,Nissan,Bluebird Sylphy,2.0L Inline-4,1997,133,185,10.5,"$18,500",Petrol,5,191,
410,Nissan,March,1.2L Inline-3,1198,79,170,13.7,"$12,000",Petrol,5,106,
411,Nissan,Rogue Sport,2.0L Inline-4,1997,141,190,9.8,"$24,960",Petrol,5,199,
412,Nissan,X-Trail Hybrid,2.0L Inline-4 Hybrid,1997,179,180,9.4,"$28,500",Hybrid,5,207,
413,Nissan,Pathfinder Rock Creek,3.5L V6,3498,284,190,7.4,"$42,820",Petrol,7,351,
414,Nissan,Armada Platinum,5.6L V8,5552,400,210,6.5,"$65,300",Petrol,8,560,
415,Nissan,Terrano XL,1.6L Inline-4,1598,104,165,12.5,"$14,000",Petrol,5,145,
416,Nissan,GT-R50 by Italdesign,3.8L Twin-Turbo V6,3799,720,315,2.5,"$1,100,000",Petrol,2,780,
417,Nissan,370Z NISMO,3.7L V6,3696,350,250,5.2,"$45,790",Petrol,2,374,
418,Nissan,Ariya E-4ORCE,Dual Electric Motors,87,389,200,5.1,"$60,000",Electric,5,600,
419,Nissan,Patrol NISMO,5.6L V8,5552,428,210,6.5,"$105,000",Petrol,7,560,
420,Nissan,Infiniti Q60*,3.0L V6 Twin-Turbo,2997,300,250,5,"$41,750",Petrol,4,400,
421,Nissan,Primera,2.0L Inline-4,1998,140,200,9.6,"$20,000",Petrol,5,190,
422,Nissan,Skyline,3.0L V6 Twin-Turbo,2997,400,250,5,"$50,000",Petrol,5,475,
423,Nissan,Cedric,2.0L Inline-6,1998,150,190,10.5,"$22,000",Petrol,5,190,
424,Nissan,Gloria,2.5L V6,2498,210,210,8.6,"$30,000",Petrol,5,250,
425,Nissan,Stanza,1.8L Inline-4,1796,120,175,11,"$18,500",Petrol,5,170,
426,Nissan,Patrol Super Safari,4.8L Inline-6,4750,280,190,8.2,"$55,000",Petrol,7,451,
427,Nissan,Pathfinder Hybrid,2.5L Inline-4 Hybrid,2488,250,190,7.7,"$42,500",Hybrid,7,329,
428,Nissan,X-Terra Pro-4X,2.5L Inline-4,2498,190,175,10.8,"$40,000",Petrol,7,240,
429,Nissan,Rogue Platinum,1.5L Turbo Inline-3,1497,201,180,8.2,"$38,000",Petrol,5,300,
430,Nissan,Qashqai Tekna,1.3L Turbo Hybrid Inline-4,1332,158,190,9.2,"$36,000",Hybrid,5,270,
431,Nissan,GT-R V-Spec,3.8L Twin-Turbo V6,3799,600,330,2.8,"$175,000",Petrol,2,652,
432,Nissan,Skyline NISMO,3.0L Twin-Turbo V6,2997,420,270,4.7,"$55,000",Petrol,5,475,
433,Nissan,Ariya Lounge Edition,Dual Electric Motors,87,389,200,5.1,"$63,000",Electric,5,600,
434,Nissan,Patrol Titanium,5.6L V8,5552,428,210,6.5,"$98,000",Petrol,7,560,
435,Nissan,Infiniti FX50*,5.0L V8,5026,390,250,5.6,"$61,750",Petrol,5,500,
436,Nissan,Avenir,2.0L Inline-4,1998,140,180,9.8,"$20,000",Petrol,5,186,
437,Nissan,Wingroad,1.8L Inline-4,1798,125,175,10.8,"$18,000",Petrol,5,168,
438,Nissan,Presea,1.8L Inline-4,1838,115,170,11.5,"$17,500",Petrol,5,161,
439,Nissan,Leopard,3.0L V6,2960,210,200,8.4,"$32,000",Petrol,5,265,
440,Nissan,Sunny NISMO Edition,1.6L Turbo Inline-4,1598,190,200,7.5,"$24,000",Petrol,5,240,
441,Nissan,Paladin,2.4L Inline-4,2438,150,180,10.6,"$20,000",Petrol,5,217,
442,Nissan,Hardbody SUV,2.5L Inline-4,2498,158,175,11,"$18,500",Petrol,5,225,
443,Nissan,Patrol Desert Edition,5.6L V8,5552,428,210,6.5,"$95,000",Petrol,7,560,
444,Nissan,Pathfinder Armada,5.6L V8,5552,400,200,6.5,"$60,000",Petrol,7,560,
445,Nissan,Rogue Midnight Edition,1.5L Turbo Inline-3,1497,201,180,8.2,"$39,000",Petrol,5,300,
446,Nissan,GT-R Black Edition,3.8L Twin-Turbo V6,3799,600,330,2.8,"$185,000",Petrol,2,652,
447,Nissan,Fairlady Z Heritage,3.0L Twin-Turbo V6,2997,400,250,4.2,"$48,000",Petrol,2,475,
448,Nissan,Skyline GT-R R34,2.6L Twin-Turbo Inline-6,2568,276,250,5.6,"$70,000",Petrol,4,392,
449,Nissan,Ariya Premiere,Dual Electric Motors,87,389,200,5.1,"$67,000",Electric,5,600,
450,Nissan,Infiniti QX55*,2.0L VC-Turbo Inline-4,1997,268,230,6.5,"$50,000",Petrol,5,380,
451,Nissan,NV350 Caravan,2.5L Inline-4 Diesel,2488,129,155,12.5,"$28,000",Diesel,8,356,
452,Nissan,Navara,2.3L Inline-4 Diesel,2298,190,180,10.2,"$32,000",Diesel,5,450,
453,Nissan,Titan XD,5.6L V8,5552,400,195,6.9,"$55,000",Petrol,6,560,
454,Nissan,Evalia,1.5L Inline-4 Diesel,1461,85,140,15,"$25,000",Diesel,7,200,
455,Nissan,Cabstar,2.5L Inline-4 Diesel,2488,130,145,14.8,"$27,000",Diesel,3,350,
456,Nissan,Cherry,1.4L Inline-4,1397,67,145,14,"$14,000",Petrol,5,110,
457,Nissan,Laurel,2.8L Inline-6 Diesel,2825,94,160,12.5,"$22,000",Diesel,5,184,
458,Nissan,Silvia,2.0L Turbo Inline-4,1998,247,235,5.9,"$45,000",Petrol,4,275,
459,Nissan,NX Coupe,2.0L Inline-4,1998,140,200,9,"$22,000",Petrol,4,180,
460,Nissan,AD Wagon,1.5L Inline-4,1498,105,165,12.3,"$16,000",Petrol,5,150,
461,Nissan,Patrol Super Safari Y61,4.8L Inline-6,4750,280,190,8.2,"$58,000",Petrol,7,451,
462,Nissan,Pathfinder Rock Creek Edition,3.5L V6,3498,284,195,7.2,"$44,000",Petrol,7,351,
463,Nissan,Terrano II,2.7L Inline-4 Diesel,2664,125,160,12.9,"$28,000",Diesel,5,278,
464,Nissan,Murano CrossCabriolet,3.5L V6,3498,260,195,7.6,"$47,000",Petrol,4,325,
465,Nissan,X-Trail Tekna,1.5L Turbo Hybrid,1497,204,190,8,"$43,000",Hybrid,5,305,
466,Nissan,GT-R LM NISMO,3.0L Twin-Turbo V6 Hybrid,3000,500,320,3,"$600,000",Hybrid,2,650,
467,Nissan,Skyline 400R,3.0L Twin-Turbo V6,2997,400,250,4.5,"$70,000",Petrol,5,475,
468,Nissan,Infiniti G37*,3.7L V6,3696,328,250,5.5,"$42,000",Petrol,5,365,
469,Nissan,Patrol Black Edition,5.6L V8,5552,400,200,6.5,"$85,000",Petrol,7,560,
470,Nissan,Ariya Empower+,Dual Electric Motors,87,389,200,5.1,"$68,000",Electric,5,600,
471,Nissan,Datsun 510 (Classic),1.6L Inline-4,1595,96,175,10.2,"$25,000",Petrol,4,135,
472,Nissan,200SX,2.0L Turbo Inline-4,1998,200,240,7.2,"$30,000",Petrol,4,265,
473,Nissan,300ZX,3.0L Twin-Turbo V6,2960,300,250,5.9,"$50,000",Petrol,4,384,
474,Nissan,R390 GT1 Road Car,3.5L Twin-Turbo V8,3495,550,354,3.3,"$1,000,000",Petrol,2,637,
475,Nissan,Figaro,1.0L Turbo Inline-4,987,76,170,12.8,"$20,000",Petrol,4,103,
476,Nissan,Hardbody Truck,2.4L Inline-4,2389,134,160,10.6,"$25,000",Petrol,5,206,
477,Nissan,Atlas,3.0L Inline-4 Diesel,2999,130,130,18,"$35,000",Diesel,3,300,
478,Nissan,Clipper,660cc Inline-3,659,48,110,18.5,"$10,000",Petrol,4,62,
479,Nissan,NV200,2.0L Inline-4,1998,131,140,14,"$28,000",Petrol,7,188,
480,Nissan,Violet,1.8L Inline-4,1770,85,155,13.8,"$18,000",Petrol,5,130,
481,Nissan,Bluebird Z,2.0L Inline-4,1998,140,190,11,"$23,000",Petrol,5,180,
482,Nissan,Stanza Wagon,2.4L Inline-4,2389,138,160,12,"$22,000",Petrol,7,205,
483,Nissan,180SX,2.0L Turbo Inline-4,1998,205,240,6.8,"$35,000",Petrol,4,275,
484,Nissan,Sunny California,1.6L Inline-4,1597,110,170,11,"$18,000",Petrol,5,140,
485,Nissan,Patrol Warrior,5.6L V8,5552,428,205,6.3,"$95,000",Petrol,7,580,
486,Nissan,Pathfinder Armada Platinum,5.6L V8,5552,400,190,6.8,"$70,000",Petrol,7,560,
487,Nissan,Rogue Sport SL,2.0L Inline-4,1998,141,190,9,"$32,000",Petrol,5,195,
488,Nissan,X-Trail Platinum Edition,1.5L Turbo Hybrid,1497,204,190,8,"$46,000",Hybrid,5,305,
489,Nissan,Qashqai e-Power,1.5L Hybrid,1497,187,200,7.5,"$40,000",Hybrid,5,330,
490,Nissan,GT-R Egoist,3.8L Twin-Turbo V6,3799,565,315,2.8,"$220,000",Petrol,2,637,
491,Nissan,Infiniti M45*,4.5L V8,4494,325,250,5.8,"$50,000",Petrol,5,451,
492,Nissan,Skyline 50th Anniversary,3.0L Twin-Turbo V6,2997,400,250,4.5,"$75,000",Petrol,5,475,
493,Nissan,Ariya Dual Motor AWD,Dual Electric Motors,87,389,200,5.1,"$70,000",Electric,5,600,
494,Nissan,Patrol Legend Edition,5.6L V8,5552,428,205,6.3,"$95,000",Petrol,7,580,
495,Nissan,Datsun 240Z (Classic),2.4L Inline-6,2393,151,210,8,"$45,000",Petrol,2,198,
496,Nissan,100NX,1.6L Inline-4,1597,110,185,9.6,"$18,000",Petrol,4,135,
497,Nissan,Cedric Special Edition,3.0L V6,2960,250,225,8.5,"$60,000",Petrol,5,330,
498,Nissan,300ZX Turbo,3.0L Twin-Turbo V6,2960,300,250,5.9,"$55,000",Petrol,4,384,
499,Nissan,Silvia S15 Spec-R,2.0L Turbo Inline-4,1998,250,240,5.6,"$35,000",Petrol,4,300,
500,Nissan,NV400,2.3L Inline-4 Diesel,2298,135,150,15,"$40,000",Diesel,3,360,
501,Nissan,Titan Warrior,5.6L V8,5552,400,180,7,"$55,000",Petrol,5,560,
502,Nissan,Caravan Coach,2.5L Inline-4 Diesel,2498,127,140,14,"$30,000",Diesel,7,260,
503,Nissan,Serena e-Power,1.2L Hybrid,1198,134,160,12,"$35,000",Hybrid,7,320,
504,Nissan,Elgrand,3.5L V6,3498,280,200,8.5,"$50,000",Petrol,7,344,
505,Nissan,Datsun 510,1.6L Inline-4,1595,96,175,10.2,"$25,000",Petrol,4,135,
506,Nissan,Prairie,2.0L Inline-4,1998,120,175,11,"$18,000",Petrol,5,170,
507,Nissan,Pulsar GTI-R,2.0L Turbo Inline-4,1998,230,225,6,"$30,000",Petrol,5,280,
508,Nissan,Almera Tino,1.8L Inline-4,1769,114,180,12.5,"$15,000",Petrol,5,160,
509,Nissan,Lucino,1.6L Inline-4,1597,115,185,10.5,"$12,000",Petrol,5,150,
510,Nissan,Rasheen,1.5L Inline-4,1497,105,165,13,"$10,000",Petrol,5,135,
511,Nissan,Mistral,2.7L Turbo Diesel,2663,125,160,12.5,"$25,000",Diesel,7,260,
512,Nissan,Patrol Y60,4.2L Inline-6,4169,155,160,12,"$45,000",Diesel,7,330,
513,Nissan,X-Trail GT,2.0L Turbo Inline-4,1998,280,215,6.4,"$38,000",Petrol,5,310,
514,Nissan,Terrano Regulus,3.3L V6,3275,170,175,10,"$28,000",Petrol,5,290,
515,Nissan,President,4.5L V8,4494,280,210,7.5,"$70,000",Petrol,5,400,
